sujet;texte
A propos du loup le 1 décembre 2023 à 9h05, le 1er décembre 2023 à 09h06;Le projet PNA vise à la destruction du loup ce qui est contradictoire avec les engagements internationaux. Je suis contre ce projet tel qu’il est et pour le réviser en tenant copte des scientifiques experts du loup.
Entre Conservation et Conflit : Le Défi de la Coexistence du Loup dans les Pyrénées, le 1er décembre 2023 à 09h09;La question de la présence du loup dans les Pyrénées est un sujet complexe qui nécessite une considération minutieuse des avantages écologiques et des défis socio-économiques. D’un côté, la présence du loup dans les Pyrénées est bénéfique pour la biodiversité et l’équilibre des écosystèmes. Les loups jouent un rôle clé en tant que régulateurs naturels des populations de proies, contribuant ainsi à maintenir la santé des forêts et des prairies. De plus, la présence du loup peut également être valorisée du point de vue de l’écotourisme, offrant ainsi des opportunités économiques alternatives. D’un autre côté, l’impact du loup sur les activités d’élevage ne peut être ignoré. Les attaques sur le bétail représentent non seulement une perte économique pour les éleveurs, mais aussi un stress émotionnel. Les mesures de protection du bétail, bien que nécessaires, impliquent des coûts supplémentaires et des efforts considérables. En outre, la présence du loup engendre des tensions entre les divers groupes d’intérêts, créant un climat de conflit dans les communautés rurales. L’approche proposée dans le projet de Plan National d’Actions 2024-2029, qui se concentre sur la limitation de la présence du loup, notamment par des tirs létaux, semble s’éloigner de l’objectif d’une coexistence harmonieuse. L’avis négatif du Conseil National de Protection de la Nature souligne la nécessité d’une évaluation plus approfondie des politiques en place et d’une meilleure prise en compte des bénéfices écologiques du loup. En conclusion, tout en reconnaissant l’importance écologique du loup dans les écosystèmes des Pyrénées, il est essentiel d’aborder les préoccupations légitimes des communautés d’éleveurs. Une stratégie équilibrée nécessiterait une combinaison de mesures de protection efficaces du bétail, d’initiatives de sensibilisation et d’éducation, ainsi que de politiques qui favorisent la recherche et le suivi scientifique. Une telle approche permettrait non seulement de protéger le loup en tant qu’espèce essentielle à la biodiversité, mais aussi de soutenir les communautés locales dans leur coexistence avec la faune sauvage.     Préservation de la Biodiversité : Le WWF reconnaît l’importance du loup dans la préservation de la biodiversité et l’équilibre des écosystèmes. Les loups jouent un rôle crucial en tant que régulateurs naturels des populations de proies, ce qui contribue à la santé des forêts et des prairies. Cette perspective s’aligne avec la nécessité de maintenir la biodiversité pour des écosystèmes sains et résilients.     Coexistence Harmonieuse : Le WWF met l’accent sur la coexistence apaisée entre les loups et les activités humaines, notamment l’élevage. Cette approche est préférable à une stratégie qui se concentre uniquement sur la limitation de la présence du loup, car elle cherche à trouver un équilibre entre la protection des espèces et le soutien aux communautés locales.     Questionnement de l’Efficacité des Tirs Létaux : Le WWF doute de l’efficacité des tirs létaux de loups en termes de réduction des conflits entre loups et élevage. Cette position est importante car elle suggère que de telles mesures peuvent ne pas résoudre les problèmes sous-jacents et pourraient avoir des conséquences écologiques négatives.     Soutien à la Protection des Troupeaux : Le WWF préconise d’investir davantage dans la protection des troupeaux, une mesure qui peut aider à réduire les conflits sans nuire aux populations de loups. Cela inclut des méthodes non létales comme l’utilisation de chiens de garde, la mise en place de clôtures, et la présence accrue de bergers.     Importance de l’Évaluation et de la Recherche : Le WWF souligne l’absence d’évaluation du plan précédent et l’importance de se baser sur des preuves scientifiques et des données pour élaborer des politiques efficaces. Cette approche est essentielle pour comprendre l’impact réel des différentes stratégies de gestion et pour s’assurer que les actions entreprises sont bénéfiques à long terme.
non au plan loup, le 1er décembre 2023 à 09h09;Alors que ce PNA devrait viser l’atteinte du bon état de conservation de l’espèce en France tout en assurant le soutien et l’accompagnement du pastoralisme, il n’est fait mention que des impacts négatifs de la présence du loup et non des bénéfices écologiques qu’elle apporte. A l’inverse, l’élevage est présenté uniquement sous un angle positif, sans tenir compte des problèmes qu’il peut engendrer. La LPO demande l’abandon de ce projet et le retour à un texte plus équilibré, prenant en compte les avis scientifiques et les travaux du Groupe National Loup.
Avis défavorable - si on cherche toujours a adapter notre environnement pour notre confort alors l’Homme n’a toujours rien compris, le 1er décembre 2023 à 09h10;"Je suis défavorable au fait qu’il faille ""prélever"" (ce terme utilisé par les chasseurs dans leurs commentaires m’amuse) davantage de loups. Chaque espèce a son utilité et même si certaines sont plus dérangeantes que d’autres (nous notamment d’ailleurs). La population se régule d’elle même en fonction des ressources a disposition : il faut par contre aider les agriculteurs a protéger leurs élevages sans aucun doute avant d’éradiquer à nouveau une espèce que nous avons re-introduite… Il existe des experts permettant un dialogue entre parties-prenantes souvent opposées qu’il conviendrait de missionner pour faire asseoir a une table les acteurs, experts et politiques afin d’arrêter de vouloir systématiquement détruire ce qui ne se comporte pas exactement comme nous le souhaiterions."
CONTRE L’ABATTAGE DE LOUPS, le 1er décembre 2023 à 09h13;Je suis fondalement contre l’abattage de loups, espèce faussement accusée d’être nuisible alors que toutes les études, tous les scientifiques démontrent qu’elle contribue à l’équilibre de la biodiversité. Depuis des millions d’années, la nature n’a jamais eu besoin des balles de fusils des hommes pour se réguler, au contraire, c’est l’homme encore une fois qui a tout dérégulé et provoqué les désastres et les déséquilibres écologiques et qui ont nuit gravement à la biodiversité. Au lieu d’en tirer les leçons et d’après à VIVRE AVEC la nature plutôt que CONTRE la nature, on continue à être enfermé dans une idéologique rétrograde, la même qu’il y a 50 ans, consistant à dire : quand y a un problème avec une espèce, il suffit de tirer dans le tas, ne fonctionne pas et a des conséquences plus néfastes qu’on ne l’imagine. D’ailleurs il n’est fait mention que des impacts négatifs de la présence du loup et non des bénéfices écologiques qu’elle apporte. A l’inverse, l’élevage est présenté uniquement sous un angle positif, sans tenir compte des problèmes qu’il peut engendrer. L’Italie n’abat pas de loups, ils ont tenté une nouvelle approche de cohabitation, entre éleveurs et meutes de loups et ça fonctionne. Si demain on estime que les lapins font trop de dégâts aux cultures maraîchaires, le gouvernement proposera t il d’abattre tous les lapins ? Arrêtons avec ces méthodes éculées d’un autre âge !
LE LOUP EN FRANCE, le 1er décembre 2023 à 09h15;Bonjour, est-ce qu’on pourrait arrêter de faire n’importe quoi avec la nature sauvage ? Laissez vivre ces pauvres loups. Les abattages désorganisent les meutes de loups qui deviennent des individus solitaires à la recherche d nouveaux territoires. Merci.
avis défavorable, le 1er décembre 2023 à 08h55;Ce PNA doit être revu car plusieurs actions proposées n’ont pas été évaluées scientifiquement (tir létaux par ex.) . Il induirait un précédent inacceptable en induisant le déclassement du loup de son statut d’espèce strictement protégée (Convention de Berne de 1979).
PNA loup, le 1er décembre 2023 à 08h54;Il est nécessaire de revoir le statut du loup au sein de nos campagnes. Cette espèce nécessite d’être tenu loin des zones d’habitation et surtout il doit avoir peur de l’homme ! Ce qui n’est pas forcément le cas aujourd’hui. Pour cela il est nécessaire de réduire sa population par de la regulation. Il n’a aucun prédateur ici en France, peu de risques de mortalité au vu du climat Français et des ressources de nourriture à sa disposition (élevage-gibiers).  Il faut donc faire participer les chasseurs à ce maintien des populations ( comme en Suisse).  Établir un plan loup plus général (pas à l’échelle du pays mais plutôt du continent, ou a minima avec les pays frontaliers Suisse-Italie-Allemagne-Espagne).  Il faut faire des études plus approfondies de son impact sur la biodiversite car certe il régule, mais comment regule-t-il ? Est ce bien de voir ces populations diminuer à vitesses grand V ? Je ne pense pas.  Les agriculteurs doivent aussi être formés et autonomes afin de défendre ce qu’ils leurs permettent de vivre et de nous nourrir. Il est plus simple et moins coûteux de laisser un agriculteurs prélever un loup s’attaquant aux troupeaux plutôt que de tolérer cela et devoir indemniser les pertes par la suite… une attaque de loup sur troupeaux pourrait s’apparenter à des dégâts de sangliers dans une parcelle. Il est donc inconcevable que chasseurs et agriculteurs payent pour une espèce non compatible à 80% avec le territoire et les pratiques françaises.
Le loup un prédateur qu’il faut réguler plus sérieusement, le 1er décembre 2023 à 08h52;En 2012  j’ai participé à une réunion de formation pour être habilité à prélever le loup, depuis j’ai mon courrier de la préfecture qui stipule que si besoin et à la demande du préfet, je participerai à des tirs de régulation.  A aucun moment depuis cette date je n’ai été autorisé à prélever un loup. En 2022 j’ai participé à des réunion organisée par l’OFB dans laquelle le but de de la réunion était de faire participer les chasseurs à renseigner leurs observations sur les indices de présence du loup. En tant que chasseur dans le Ventoux je souhaiterais que notre connaissance du terrain soit prise en considération pour réguler une espèce qui a éradiqué une très belle population de mouflons en une quinzaine d’années.
Avis défavorable, le 1er décembre 2023 à 08h50;Bonjour, Je pense qu’il est indispensable que cette espèce soit régulée plus assidument et que les chasseurs puissent participer dans un cadre légal spécifique à la régulation.
avis défavorable sur plan national d’actions sur le loup, le 1er décembre 2023 à 08h50;Il existe d’autres alternatives aux tirs de loups pour protéger les troupeaux. Certains pays européens ont trouvé des méthodes (chiens de garde…) permettant la cohabitation avec les loups. La présence de grands prédateurs contribue à l’équilibre de la faune, ils ont leur place au sein de notre pays. Il est nécessaire de protéger cette espèce, comme d’autres, et apprendre à partager l’espace qui est de plus en plus réduit pour eux.
Stop., le 1er décembre 2023 à 07h36;Il faut laisser la nature en paix . L’espèce humaine se mêle de tout et finit par tout détruire petit à petit .
Plan loup, le 1er décembre 2023 à 07h37;Bonjour, On ne peut pas agir encore trop longtemps sur l’élimination d’un prédateur qui régule des animaux qui vivent en libertés nous devons faire avec et utiliser tout les moyens en notre connaissance pour vivre en harmonie avec le vivant nous ne pouvons pas tout exterminer quand une culture ou une agriculture prend de la place sur l’espace naturel  Merci Cordialement  A.G
Il faut gérer le loup dans les plan de chasse , le 1er décembre 2023 à 07h39;Nous souhaitons que le plan national loup intègre • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à 1100 loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de 25% minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à utilier les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes • Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores
Avis favorable !!!, le 1er décembre 2023 à 07h40;Nous souhaitons que le plan national loup intègre  • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à 1100 loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de 25% minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à utilier les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes  • Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores
Pour, le 1er décembre 2023 à 07h40;Dans l’idéal Nous souhaitons que le plan national loup intègre • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à 1100 loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de 25% minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à utilier les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes • Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores
Vive les LOUPS , le 1er décembre 2023 à 07h41;au lieu de parler que d’impacts négatifs de la présence du loup il serait bon de parler aussi les bénéfices qu’elle apporte
Avis défavorable, le 1er décembre 2023 à 07h43;Les avis scientifiques défavorables ne sont pas pris en compte. L’absence d’évaluation de l’effet des tirs de loups, notamment sur la protection des troupeaux, demontre un manque de considération du gouvernement. Le loup est strictement protégé et serait peut être déclassé, ce qui est inédit pour un Plan National d’Actions.
Avis défavorable , le 1er décembre 2023 à 07h50;Ce projet de Plan National d’Action comprend quelques points positifs, mais est surtout très néfaste pour la conservation de la population de loup sur leur territoire. En effet, ce projet de PNA n’a pas pour but de maintenir cette population dans son état actuel et de les aider à bien vivre, mais il organise au contraire une inacceptable régulation de l’espèce, comme il en existe déjà hélas pour tant d’autres.  Derrière une volonté affichée de baser les décisions sur des bases scientifiques, ce qui est logique et censé, comme par exemple poursuivre durablement le financement du programme de recherche issu d’un travail partagé du GNL, le contenu de ce PNA est en réalité en totale contradiction avec les bases scientifiques, puisqu’il ne tient pas compte des nombreux avis scientifiques (Muséum national d’histoire naturelle, Conseil national de la protection de la nature…).  Le projet actuel ne tient pas non plus compte des enseignements du plan précédent (2018-2023) qui n’a fait l’objet d’aucune évaluation de la pertinence des actions engagées : aucune analyse de l’évolution de la situation en termes de dommages, de développement de la population de loups, de valorisation des expériences de terrain favorisant la coexistence, ou de baisse du nombre d’animaux d’élevage tués par rapport au nombre de loups présents. La vision de ce PNA est binaire et biaisée, puisqu’il devrait viser l’atteinte du bon état de conservation des loups en France, tout en assurant le soutien et l’accompagnement du pastoralisme, mais il n’est fait mention que des impacts négatifs de la présence du loup et non des bénéfices qu’elle apporte. A l’inverse, l’élevage est présenté uniquement au travers de ses aménités positives, sans tenir compte des problèmes qu’il peut engendrer. Il est aberrant de voir que l’engagement de l’Etat soit en faveur de la modification du statut de protection du loup et son déclassement d’espèce strictement protégée, envisagé à la fois dans la convention de Berne et dans la directive Habitats Faune-Flore. C’est une démarche sans précédent dans un PNA et contraire à l’objectif d’assurer le bon état de conservation. Le PNA envisage entre autre de simplifier les autorisations et modalités de tir dérogatoire et d’augmenter le plafond annuel, ce qui est inadmissible et contraire aux engagements de l’Etat car mesures visent à introduire une régulation de la population de loups. Contrairement à l’avis du CNPN et du rapport de l’IGEDD, le principe de non protégeabilité de certains troupeaux reste maintenu, ce qui ne permet pas la généralisation des mesures de protection des troupeaux, alors que cela reste la principale méthode efficace pour limiter les dommages. Enfin, ce PNA n’est pas du tout clair sur les actions qui seront mises en place, sur leur pilote, sur le calendrier de mise en œuvre, sur les financement etc…
Défavorable , le 1er décembre 2023 à 07h51;Le loup est nécessaires à l’équilibre de la vie sauvage de nos territoires. Il était là avant les humains, c’est son espace de vie. Nous n’avons aucun droit de le supprimer. Des méthodes alternatives doivent être mises en places avec les éleveurs. C’est la l’humain de s’adapter.
avis défavorable, le 1er décembre 2023 à 07h52;contre la régulation des loups Des solutions durables existent et sont très bien gérées dans certains pays. Le chasseur n’est pas LA Solution pour la régulation des espèces sauvages !!!! Que l’on prenne la peine de bien d’analyser les problèmes, l’être humain a pris une trop grande part de l’espace naturel pour ne laisser que très peu de considération de la vie sauvage. Merci
Avis defavorable, le 1er décembre 2023 à 07h56;Non pour les abattages de loup, oui pour l’observation et la prevention. Pourquoi ne pas capturer des loups « surnumeraires, et les deplacer vers des zones ou le gibier abonde et cause de degats aux cultures?
avis defavorable, le 1er décembre 2023 à 07h57;le statut du loup est toujours défavorable en France, toujours peu de reproduction en dehors de l’arc alpin. Cette proposition ressemble plus a un plan de régulation qu’autre chose.
Plan d’actions sur le loup, le 1er décembre 2023 à 07h58;Inutile de continuer à déséquilibrer la nature Avis bien sûr défavorable
avis défavorable, le 1er décembre 2023 à 08h01;Le loup est nécessaire à l’équilibre de la vie sauvage de nos territoires. Il était là avant les humains, c’est son espace de vie. Nous n’avons aucun droit de le supprimer. Des méthodes alternatives doivent être mises en places avec les éleveurs. C’est à l’humain de s’adapter.
Avis défavorable , le 1er décembre 2023 à 08h03;Les loups font partie d’une chaîne alimentaire indispensable nécessaire à l’équilibre de la biodiversité…. Plutôt que « jouer au petit chaperon rouge », aidons les éleveurs à s’entourer de plus de chiens de garde des troupeaux
Conserver le loup changeons nos habitudes , le 1er décembre 2023 à 08h03;Bonjour  Il est important de conserver la biodiversité et protégeant les loups  Pierre
Génocide, le 1er décembre 2023 à 08h03;Toujours à vouloir tout détruire après avoir réintroduit des espèces qui avaient quasiment disparues de nos contrées ,l’homme détruit la faune et la flore et par la même occasion l’homme lui-même par des guerres . Laissez les animaux tranquilles ,vous satisfaisez les chasseurs ,c’est tout ! Si ces derniers veulent tirer qu’ils aillent dans les pays en guerre ou l’animal a aussi une arme ,là on, verra leurs bravoures .Tuer ,tuer ,on devrait réguler l’homme ce serait plus utile pour la planête .
Projet anti-loup du gouvernement, le 1er décembre 2023 à 08h03;Je suis contre l’abatage des loups, ils ont le droit de vivre. Respectons le vivant.
Avis défavorable, le 1er décembre 2023 à 08h03;Pour toutes les raisons évoquées précédemment, qu’elles soient scientifiques, écologiques, juridiques et/ou philosophiques.
Avis défavorable : stop à la régulation, le 1er décembre 2023 à 08h04;La main-mise humaine sur le vivant est problématique et met la biodiversité en péril. Ce sont les lieux où l’Homme a décidé que la nature devait être gérée ou exploitée qui souffrent le plus. Laisser la nature s’autoréguler serait un pas utile et nécessaire pour permettre aux écosystèmes - dont le loup est le point d’orgue en tant que grand prédateur - de reprendre ses droits. Le gouvernement a un rôle à jouer pour financer la formation, l’accompagnement et l’indemnisation des éleveurs et bergers qui ne doivent pas en subir les conséquences. Mais il est grand temps que chacun reprenne une place raisonnable et que l’Homme et le loup puissent à nouveau cohabiter, ce qui pourra se faire si chacun retrouve une place raisonnable sans empiéter sur le territoire de l’autre. L’humain a depuis trop longtemps pris ses aises et mordu sur le territoire naturel ⇒ morcellement des habitats, apauvrissement génétique, par endroit prolifération de certaines espèces. Accompagnons un retour à la normale plutôt que de vouloir tout gérer sans tenir compte de ceux qui n’ont pas la parole humaine et que nous disposons comme nous le faisons d’objets depuis trop longtemps !
Avis défavorable, le 1er décembre 2023 à 08h38;AVIS DEFAVORABLE, apprenons à vivre aux côtés des loups, la cohabitation est possible, indispensable. Adapter l’élevage à la proximité du loup, que les éleveurs restent près de leurs troupeaux au lieu de les laisser seuls, lampes flash, chiens, clôturés électriques..il y a des moyens de protéger les troupeaux, les pauvres brebis seront envoyés à l’abattoir, là ça ne pose pas de problèmes.
Besnier corinne, le 1er décembre 2023 à 08h38;L expérience du Wyoming  montre que la présence des loups a totalement prit de retrouver une forêt équilibrée après des années sans eux.
COHABITER AVEC LE LOUP, le 1er décembre 2023 à 08h38;"En ITALIE, en FRANCE des éleveurs ont réussis depuis 25 ans de ne plus avoir de pertes de bétail. Leurs solutions sont efficaces, mais coûteuses, le soutien des pouvoirs publics est nécessaire. Les surfaces de parcage du bétail sont entourés de clôtures de fils électriques espacés de 15 cm, sur une hauteur de 1.30 à 1.50 m ; Doublée d’une partie basses grillagé d’une bande de 0.50 cm, enfouie à moitié dans le sol, afin que les animaux ne puissent passer sous les fils électriques ( renards). Cette solution est optimum pour de grands périmètres, toute fois elle s’avère plus honnereuse si les périmètres parcelaires sont multiples et dispersés. L’adjoint de chiens PATOUX des PYRENNES complète le dispositif de sécurisation. Sauvegarder la bio diversité, une obligation car : -"" La terre ne nous apartient pas, nous l’empruntons à nos enfants."" Chef amérindien SEATLE ROCK 1860."
Avis sur le Projet plan national actions 2024 2029 sur le loup , le 1er décembre 2023 à 08h38;"Revoir les modalités d’estimation des populations lupines, aujourd’hui controversées, par une meilleure valorisation des indices de présence et les harmoniser entre les différents pays européens ;"
Les loups doivent être protégés, ils font partis de notre patrimoine , le 1er décembre 2023 à 08h38;Ce projet ne présente pas clairement les actions, leur pilote, le calendrier de mise en œuvre, les financements.  Ce Projet devrait viser l’atteinte du bon état de conservation de l’espèce en France tout en assurant le soutien et l’accompagnement de l’élevage, et faire mention des bénéfices de la présence du loup.
Défavorable, le 1er décembre 2023 à 08h39;"Le caractère nécessaire et indispensable de la gestion du nombre de loups doit être débattu avec les associations de protection de la faune et de la flore. Les options établies par un etre-soi entre éleveurs et chasseurs (par exemple) ne sont pas recevables. Seule cette concertation permet de construire une bonne gestion d’une espèce qui reste protégée. La capacité des gestion des ""prélèvements"", au niveau niveau national, est à démontrer. L’Etat ne sait pas compter son argent, comment saurait-il compter les loups ? N’oublions pas que c’est l’homme qui a envahi le territoire des loups, pas l’inverse. Certains se sont fait beaucoup d’argent avec ça et c’est le contribuable qui est sollicité pour en réparer les conséquences. Ce qui reste vrai pour beaucoup d’autres sujets."
avis favorable, le 1er décembre 2023 à 08h41;il faut gérer l’expansion de la population de loups et faire payer aux intégristes de l’écologie l’indèmnisation des éleveurs à la place des contribuables.
Madame , le 1er décembre 2023 à 08h41;Laissez les loups vivent en paix ! Le problème c est les supposés attaques sur des troupeaux ? Arrêtez d elever des animaux pour les exploiter et les tuer. Le problème sera réglé !
Favorable, le 1er décembre 2023 à 08h42;Il est indispensable que le plan national loup intègre  • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à 1100 loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de 25% minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à utilier les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes  • Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores
Protégeons les loups, le 1er décembre 2023 à 08h42;Les loups doivent être protégés. Les éleveurs sont indemnisés contre les « attaques » de loups. Les éleveurs tuent aussi leurs animaux indirectement pour de l’argent
Avis défavorable , le 1er décembre 2023 à 08h42;Éliminer une composante de l’environnement, dont le loup fait partie, met en péril l’écosystème, déjà bien fragilisé. La cohabitation avec le loup est possible en Italie, pourquoi pas en France ?
consultation PNA 2024-2029 sur le loup et les activités d’élevage, le 1er décembre 2023 à 08h42;"Des hommes et des femmes se démènent pour faire des études scientifiques et établir des PNA pour défendre une espèce en danger d’extinction sur notre territoire et l’état n’en tient pas compte ? On se croirait au moyen âge avec un état qui pratique la chasse aux sorcières ! Au lieu d’être fier de notre patrimoine naturel, d’œuvrer pour sa protection, d’être respectueux du travail des scientifiques, il condamne le loup. L’état spécialiste des dérogations met tout être vivant de notre pays en danger de mort. Chasse encore : état soutenu par les chasseurs ; ils ont soif de sang et de trophées et ne supportent pas la concurrence du loup qui régule les populations de chevreuils, chamois, bouquetins et autres gibiers. Je suis donc pour laisser le loup reconquérir ses territoires, favoriser les équilibres naturels et la biodiversité."
Vive les Canis Lupus, le 1er décembre 2023 à 08h42;La cohabitation inter-espèces est possible et rend nos écosystèmes plus beaux ! A quand une approche intégrée et équitable des espèces sauvages et d’élevage ? De nombreuses solutions sont possibles, manque le cran politique pour une vision plus globale, démystifiée et intelligente. Que serait la vie de nos écosystèmes sans la présence des loups ?
Contre, le 1er décembre 2023 à 08h43;Je suis contre ce projet
Plan national Loup, le 1er décembre 2023 à 08h44;Nous souhaitons que le plan national loup intègre • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à 1100 loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de 25% minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à utiliser les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes • Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores
Avis défavorable , le 1er décembre 2023 à 08h45;Je ne suis pas une grande experte des loups mais j’ai un profond respect de la nature et des bêtes sauvages. . On ne tient pas assez compte des avis des scientifiques . Un texte plus équilibré, prenant en compte les avis scientifiques et les travaux du Groupe National Loup permettrait sans aucun doute une cohabitation plus pérenne entre l’homme et le loup.
défavorable, le 1er décembre 2023 à 08h45;il faudrait faire participer, de manière encadrée, les chasseurs à la régulation de l’espèce (tir, gestion adaptative,) tenir compte de l’avis des chasseurs et des bergers qui occupent le terrain…
Pour de vraies mesures en faveur de la biodiversité, le 1er décembre 2023 à 08h47;"Bonjour, il est absolument incompréhensible de découvrir ce nouveau PNA, qui ne se base sur aucune réelle étude scientifique, ni aucun indicateur évalué de l’efficacité de la mesure sur l’élevage. Seulement céder à la pression électorale … Le loup mérite sa place dans notre nature, c’est un régulateur efficace, encore faut-il que ses habitats naturels ne soient pas dégradés de la main de l’homme, qui a lui-même créé tous les déséquilibres. Le nombre très élevé de bêtes dans les troupeaux est à l’origine de bouleversements environnementaux sévères, et cette abondance laissée sans surveillance attire fatalement les prédateurs. Laissez-les donc prélever leur dû ! Comme il est rappelé, le loup est une espèce strictement protégée, et ""des dérogations à la protection de l’espèce sont prévues par les textes pour prévenir les dommages importants aux troupeaux domestiques, à la double condition qu’il n’existe pas d’autres solutions satisfaisantes et que les opérations ne nuisent pas à l’état de conservation de la population de loups."" Les deux dernières conditions ne sont absolument pas remplies, aucune dérogation ne devrait donc être accordée."
Arrêtons la destruction de la faune sauvage , le 1er décembre 2023 à 08h49;Stop, arrêtons de tout vouloir contrôler,  laissons la place à la vie sauvage. Vive la diversité,  je n’ai pas envie de vivre entouree d’humain et d’animaux d’elevage !!! Vive la nature vive la vie vie sauvage.
A propos du loup, le 1er décembre 2023 à 08h50;Le projet PNA vise à la destruction du loup ce qui est contradictoire avec les engagements internationaux. Je suis contre ce projet tel qu’il est et pour le réviser en tenant copte des scientifiques experts du loup.
AVIS FAVORABLE, le 1er décembre 2023 à 08h25;Le plan national loup doit intègrer • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à 1100 loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de 25% minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à utilier les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes • Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores
Le loup doit être géré, le 1er décembre 2023 à 08h27;Nous souhaitons que le plan national loup intègre • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à 1100 loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de 25% minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à utilier les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes • Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores
Oui au loup !, le 1er décembre 2023 à 08h29;Le loup, comme tous les animaux, a sa place dans la nature. Ce sont nos habitudes qui rendent sa présence problématique, et non l’inverse. Si l’Homme ne réapprend pas à s’adapter à son environnement, il court à sa perte. Nous en sommes très proche. Le changement climatique et la dégradation des écosystèmes auront bientôt raison aussi de nous. Et n’oublions pas que les grands prédateurs ont un impact positif sur la faune, ils éliminent les individus faibles et malades et contribuent au maintien d’une population saine parmi leurs proies. A l’inverse du lobby des chasseurs, qui ne supportent pas la concurrence et qui prélèvent des individus sains, ce qui nuit aux populations d’animaux chassés. Nous devons cohabiter et cesser de penser que nous avons droit de vie et de mort. Oui aux loups et à tous les animaux sauvages dans la nature !
DÉFAVORABLE, le 1er décembre 2023 à 08h30;il faudrait faire participer, de manière encadrée, les chasseurs à la régulation de l’espèce (tir, gestion adaptative, …).
PNA loup : avis défavorable, le 1er décembre 2023 à 08h30;Les observations et les publications scientifiques sont nombreuses aujourd’hui et donnent à voir la complexité des écosystèmes et l’importance des loups dans la biodiversité. Diverses solutions ont été imaginées, existent déjà à plusieurs endroits, pour protéger le pastoralisme, tenant compte de l’intelligence des loups et du fonctionnement des meutes. Ce nouveau plan ne s’appuie pas sur la science, c’est non.
