sujet;texte
comptage des loups, le 15 mars 2024 à 16h59;"la méthode proposée est assez peu fiable ; il faut l’associer à d’autres méthodes, notamment celle des hurlements provoqués, qui a fait ses preuves dans la Drôme par exemple"
Non a l’estimation, le 15 mars 2024 à 20h02;Non a cette estimation pour augmenter les tirs de Loup ! Cela ne sert à rien, juste à les disperser ! Il faut remettre la pratique des tirs d’effarouchement ! cela a fait ses preuves… Il faudrait aussi que les éleveurs mettent en place aussi les moyens de protection adéquats ! Pourquoi détruire au lieu de construire un modèle de vivre ensemble…….. !!!!
non à la méthode d’estimation de la population de loups, le 15 mars 2024 à 21h29;"cette pseudo technicité est simplement un moyen de tuer d’avantage de loups au lieu de former réellement les bergers à la protection "" moderne "" des troupeaux."
NON , le 15 mars 2024 à 23h12;"Je suis contre cette consultation, qui implique de tuer les loups d’avantage. S’ils avaient assez d’espaces forestiers pour y vivre il ne viendraient pas déranger les éleveurs. Les humains modifient leur environnement à leur guise mais considèrent les ""nuisibles"" les animaux qui subissent nos décisions et nos modifications. Quand on enlève de la forêt, faut pas s’étonner que les animaux sauvages réagissent pour leur instinct de survie."
Comptage loups, le 24 mars 2024 à 10h11;"Oui à une méthode de comptage fiable ( CMR ) Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."""
Propositions modificatives , le 24 mars 2024 à 10h16;"Oui à une méthode de comptage fiable ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
"oui pour une méthode de comptage fiable
oui pour une possible participation du monde cynégétique dans le déploiement de cette novelle méthode de comptage, le 24 mars 2024 à 10h23";les chasseurs connaissent bien leurs territoires c’est un plus.
Projet d’arrêté relatif à la méthode d’estimation de la population de loups, le 24 mars 2024 à 10h30;Je suis pour une méthode de comptage fiable avec la participation du monde cynégétique
Comptages des loups, le 24 mars 2024 à 10h31;Favorable une nouvelle méthode de comptage plus fiable, avec une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
"Présence des loups sur le territoire.
 , le 24 mars 2024 à 10h35";Nous sommes bien d’accord qu’il faille un comptage bien plus sérieux. Il n’y a qu’à voir  dans les Pyrénées le nombre d’attaques des loups. Les bergers peuvent vous en parler. Espérons que nous seront entendus.
Loup comptage, le 24 mars 2024 à 10h47;Oui pour un comptage fiable et sérieux, pas de la peux prêt.
Consultation publique. Projet d’arrêté relatif à la méthode d’estimation des loups, le 24 mars 2024 à 10h47;Oui, je suis pour une méthode de comptage fiable (les fèces, urines ou dépouilles peuvent passer inaperçu et les cris ne comptabilisent pas tous les membres). Oui, je suis aussi pour une participation du monde cynégétique dans cette nouvelle méthode de comptage car ce sont les personnes qui connaissent le mieux leurs territoires et les animaux qui s’y trouvent.
Oui je suis pour une méthode de comptage plus fiable et pour que les chasseurs participent, le 24 mars 2024 à 10h47;Je suis pour une méthode de comptage fiable ( les fèces, urines ou dépouilles peuvent passer inaperçu, les cris ne comptabilisent pas tous les membres) Je suis aussi pour une participation du monde cynégétique dans cette nouvelle de comptage car ils sont les personnes qui connaissent le mieux leurs territoire , ainsi que les emplacements de troupeaux, quelle que soit leurs qualifications ( ovins, sangliers etc)
Participation des chasseurs au nouveau dispositif de comptage du loup, le 24 mars 2024 à 10h56;Je suis aussi pour une participation du monde cynégétique dans cette nouvelle de comptage car ils sont les personnes qui connaissent le mieux leurs territoire , ainsi que les emplacements de troupeaux, quelle que soit leurs qualifications ( ovins, sangliers etc)
Comptage population loup en France., le 24 mars 2024 à 10h57;Oui à la méthode de comptage fiable CMR. Oui à la participation du monde cynégétique à ce comptage, les chasseurs connaissent le mieux les territoires.
Consultation publique. Projet d’arrêté relatif à la méthode d’estimation des loups, le 24 mars 2024 à 10h58;"Je suis pour  une méthode de comptage fiable ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
PROJET ARRETE RELATIF A LA METHODE D’ESTIMATION DES LOUPS, le 24 mars 2024 à 11h00;Je suis favorable à la méthode de comptage la plus fiable et il faut que le monde cynégétique  soiet intégré dans le déploiement de cette nouvelle méthode de comptage.
Population de loups , le 24 mars 2024 à 11h03;Je suis pour un comptage plus fiable et pour la participation du monde cynégétique.
Projet d’arrêté relatif à la méthode d’estimation de la population de loups, le 24 mars 2024 à 11h06;Comptage actuel très opaque avec manque de fiabilité, pour être admis il faut la participation de toutes les parties prenantes comme les autres espèces.
Pour une méthode de comptage des loups fiable, le 24 mars 2024 à 11h07;"Oui à une méthode de comptage fiable ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
OUI pour une méthode de comptage fiable, le 24 mars 2024 à 11h29;Oui pour avoir enfin une méthode de comptage fiable et avec la participation de toutes les personnes concernées.
mr, le 24 mars 2024 à 11h30;OUI au comptage CMR le plus fiable La participation des chasseurs est évidente, ce sont eux qui connaissent le mieux le terrain !
oui au comptage fiable des loups, le 24 mars 2024 à 11h31;OUI pour le comptage des loup de la manière la plus fiable possible avec des responsables cynégétiques et des gens concernés par le problème (éleveurs,…)
Comptage loup, le 24 mars 2024 à 11h41;oui au comptage efficace du loup oui à la participation du monde cynégétique au comptage du loup
mr, le 25 mars 2024 à 13h10;"Favorable à la methode, le 25 mars 2024 à 12h55 Oui à une méthode de comptage plus fiable ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
Mr BARRALIS , le 25 mars 2024 à 13h22;Je suis pour une méthode de comptage fiable et scientifique et pour une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Methode d’estimation de la population des loups, le 25 mars 2024 à 13h40;Oui à une méthode comptable fiable oui à une possible participation du monde cynégétique dans le déploiement de cette méthode de comptage
Pour une estimation de la population de loup fiable, le 25 mars 2024 à 13h50;Je suis favorable à une méthode de comptage fiable pour la population des loups et avec une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Denombrement loups, le 25 mars 2024 à 13h56;": Oui pour une méthode de comptage fiable ; Oui également à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage"
Oui à une méthode de comptage fiable , le 25 mars 2024 à 14h05;"25 mars Oui à une méthode de comptage fiable ; Oui à une possible participation du monde cynégétique dans le déploiement de cette méthode de comptage."
Consultation publique concernant l’évaluation des populations de loups, le 25 mars 2024 à 14h29;"Je suis en faveur d’une méthode de comptage fiable ; ainsi que d’une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
Mode d’estimation du comptage des loups, le 25 mars 2024 à 14h39;Je suis favorable à un comptage précis et fiable du nombre de loups.
Favorable à la nouvelle méthode de comptage le 25 mars 14 h 39, le 25 mars 2024 à 14h42;"Oui pour une méthode de comptage fiable ; avec également une possible participation du monde cynégétique dans le domaine de cette nouvelle méthode de comptage."
Mr D. Courjon, le 25 mars 2024 à 14h56;Je suis pour une estimation fiable de la population de loups le 25 mars 2024 à 13h50. Je suis aussi en faveur de l’adoption d’une méthode de comptage précise, impliquant la participation du monde cynégétique dans le déploiement de cette nouvelle approche.
Avis favorable, le 25 mars 2024 à 14h57;"Oui pour une méthode de comptage fiable ; avec également une possible participation du monde cynégétique dans le domaine de cette nouvelle méthode de comptage. Merci"
Méthode de comptage du loup , le 25 mars 2024 à 15h00;Oui je suis favorable à une méthode de comptage fiable du loup avec implication du monde cynégétique.  H.Sabatier
méthode estimation population de loups, le 25 mars 2024 à 15h04;je suis favorable  à une méthode de comptage fiable et à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage. C Gonçalves Santana
Population loup , le 25 mars 2024 à 15h17;suis pour un comptage fiable des populations de loup, qui serait réalisé par l’ensemble des acteurs de terrains connaissant la problématique, dont les fédérations des chasseurs font intégralement partie.
d accord, le 25 mars 2024 à 15h29;permet une participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
canis lupus methode d’estimation de la population, le 25 mars 2024 à 16h02;je suis favorable à une méthode de comptage élargie qui implique les fédérations départementales des chasseurs.  canis lupus est présent sur tout le territoire et probablement en nombre supérieur aux estimations réalisées à ce jour. une méthode et un résultat de comptage sont nécessaires à la mise en place d’une politique de gestion des effectifs qui doit prendre en compte les enjeux de la biodiversité et du monde rural, agricole et pastoral.
Consultation estimation des populations de loups en France, le 25 mars 2024 à 16h37;Pourquoi ne pas faire partie prenante du dispositif, on fait déjà appel aux chasseurs pour des prélèvements de sang concernant la maladie de Lyme, et la tuberculose, et autres comptages de gibiers. Avons nous aussi peut de crédit auprès des autorités? Je pense à mon avis qu’ils ont une mémoire sélective !
Méthode de comptage des loups , le 25 mars 2024 à 16h44;Je suis favorable à une meilleure méthode et surtout réaliste de comptage des loups
Sans titre, le 25 mars 2024 à 16h48;Oui je suis d’accord avec 1 comptage plus fiable impliquant le monde cynegetique.
VWOLFF, le 25 mars 2024 à 16h53;Favorable à une méthode de comptage fiable et la participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
georges.narice@free.fr, le 24 mars 2024 à 13h56;Oui au projet CMR et oui à la participation du monde cynégétique
favorable pour un comptage fiable et à la participation du monde cynégétique, le 24 mars 2024 à 14h29;bonjour. oui pour faire un comptage fiable de la population de loups et surtout faire participer à ce comptage le monde cynégétique.
oui à la CMR, le 24 mars 2024 à 14h32;Oui à une méthode de comptage fiable  avec la  participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Prélèvement loups, le 24 mars 2024 à 14h37;Nous sommes prets, chasseurs, à faire le necessaire et à venir en aide pour le relever des indices de presences afin d’avoir une estimation et un prelevement le plus plus precis et réaliste possible. Il nous faut aussi des moyens adéquats afin de faire des prélèvements efficaces !
L.D, le 24 mars 2024 à 14h38;Oui à la participation du monde cynégétique à un comptage fiable des populations de loups en France.
population de loups , le 24 mars 2024 à 14h50;Oui à une participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage
loups, le 24 mars 2024 à 15h23;Avis favorable a la consultation
"Stop aux mensonges de l’Etat sur les populations de loup
, le 24 mars 2024 à 15h30";Oui a une évaluation sérieuse avec l’implication du monde cynégétique  Pourquoi ne retient  on pas la méthode utilisée chez la plupart de nos voisins : multiplier par 10 le nombre de meutes  est une règle globalement adoptée dans tous les pays européens mais pas en France ! Pourquoi ? de quoi les environnementalistes ont ils peur ?
Oui pour un comptage  réaliste et un suivi génétique de la population des Loups en Europe ., le 24 mars 2024 à 15h44;Je fais partie du réseau Loup lynx oui je suis favorable à un comptage des populations de grands prédateurs pour une saine gestion et un réel suivi .cordialement patrick
Comptage loups, le 24 mars 2024 à 15h50;Oui à une méthode de comptage fiable
Comptage Loup, le 24 mars 2024 à 16h08;Oui à une méthode de comptage fiable. Prendre la méthode CMR
MARIN Patrick, le 24 mars 2024 à 16h10;Oui à une possible participation du monde cynégétique pour un comptage (méthode CMR) objectif et fiable.
"comptage des loups
, le 24 mars 2024 à 16h14";oui au comptage des loups a l’aide d’une nouvelle méthode. Mais aussi utilisation du monde cynégétique pour sa connaissance du terrain et son expertise. Merci
Comptage du loup. , le 24 mars 2024 à 16h14;bonjour. oui pour faire un comptage fiable de la population de loups et surtout faire participer à ce comptage le monde cynégétique qui est particulièrement proche de la nature et apte à renseigner les autorités.
projet relatif à la méthode d’estimation de la population des loups, le 24 mars 2024 à 16h15;je suis favorable à une méthode de comptage la plus faible possible en associant le monde cynégétique
favorable au projet, le 24 mars 2024 à 16h39;favorable au projet , avec possibilité d’aide du monde cynégétique aux agents de l’OFB et de l’opération loup.
Avis favorable , le 24 mars 2024 à 16h42;"Vous souhaitez une méthode de comptage fiable ; <span class=""puce"">- Vous demandez à ce que le monde cynégétique, de par son expertise et sa connaissance des territoires, soit intégré dans le déploiement de cette nouvelle méthode de comptage."
EMR loup, le 24 mars 2024 à 17h30;Oui à la participation du monde cynégétique pour le compage des loups.  Paul-Emile
méthode et intervenants , le 24 mars 2024 à 17h39;Oui à la participation du monde de la chasse  pour le comptage des loups et a la mise en oeuvre a des méthodes complémentaires fiable pour le comptage des loups.
ESTIMATION DU NOMBRE LOUP, le 24 mars 2024 à 17h56;Oui à la participation du monde cynégétique pour un comptage des loups.
Reculer pour mieux sauter, le 25 mars 2024 à 21h51;0 loups doivent être tuer !  ´Est un prédateur qui se régule en fonction des proies disponibles… sauf que l’humain lui donne aussi moutons veaux chevreau chevaux ânes chiens chats… v’la la régulation naturelles. Donc autant le laisser bien prospérer et quand ce sera réellement le bordel même en région parisienne on réagira peut être….
Favorable à une méthode de comptage des populations de loups qui comprendra les Fédérations départementales et régionales des chasseurs de France avec l’apport des connaissances de terrain de leurs permanents technicien(ne)s jusqu’alors écarté(e)s., le 25 mars 2024 à 22h00;La République Française doit rester une et indivisible sans l’affrontement de citadins en mal de Nature contre les ruraux accusés de tous les maux de notre société très malade.
Loups, le 25 mars 2024 à 22h40;Il faut cesser de détruire l’équilibre naturel de la faune et de la flore, sous  de fallacieux prétextes qui ne sont qu’économiques ! Non à l’abattage des loups !!! dr c Dufour
Stop à l’approximation , le 26 mars 2024 à 04h36;Oui à un comptage plus juste  Oui à la participation du monde cynégétique pour le comptage de la population loup. Il est nécessaire d’avoir un chiffre au plus près de la réalité, et non à une approximation. vu les dégâts et le montant occasionnés par cette espèce.
Soyons realiste, le 26 mars 2024 à 05h18;Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage. Les problèmes se multiplient, stop à l’ignorance.
"Oui à une méthode de comptage fiable ;
, le 26 mars 2024 à 06h57";Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage. Oui à une méthode de comptage fiable
NON à une augmentation des tirs., le 26 mars 2024 à 07h00;Si ce projet d’arrêté entend modifier la méthode d’estimation de la population de loups sur notre territoire, quand bien même elle serait plus rigoureuse, me semble un prétexte pour contenter les chasseurs en augmentant le quota de tirs sur les loups. Pour moi c’est hors de question et inacceptable : l’Histoire nous jugera pour notre cruauté : NON.
Contre, le 26 mars 2024 à 07h17;Non, Laissons faire la Nature.
Projet relatif à la méthode de comptage de la population des loups, le 26 mars 2024 à 07h21;Oui pour une méthode de comptage fiable Oui pour une participation du monde cynégétique dans le déploiement de cette nouvelle méthode de compatge
Oui à la méthode de comptage dite CMR, le 26 mars 2024 à 07h52;Oui pour la méthode de comptage la plus fiable avec la participation des chasseurs qui sont prêts à participer à tout ce qui concerne la nature.
Totalement contre ce projet, le 26 mars 2024 à 07h58;L’abandon de la méthode de comptage jusqu’ici utilisée ( et qui a été adoptée par d’autres pays) ne vise qu’à maximiser la population de loups pour permettre d’en tuer plus. Cela s’inscrit dans la logique du nouveau Plan loup qui n’est pas un plan de protection mais de destruction de cet emblème de notre biodiversité. Ainsi cette modification majeure de la méthode d’évaluation aura des implications significatives immédiates dans la destruction de nos populations de loups français. L’utilisation exclusive de la méthode CMR permettra d’avoir un résultat chaque année civile, alors qu’avec le couplage avec la méthode EMR il fallait attendre plusieurs années, mais le chiffre était plus fiable et permettait d’éviter les doubles, voire plus, comptage d’un même individu. Il s’agit d’une fausse clarification de la méthode qui va devenir simpliste et peu fiable mais va permettre d’augmenter le nombre de loups à tuer.  Il faut que le comptage des loups soit réalisé par des scientifiques indépendants n’ayant aucun lien ni avec la chasse, ni avec les éleveurs. Car le loup est un bien commun de notre patrimoine. Il est donc indispensable que ce soient des scientifiques, je répète totalement indépendant de toute forme d’influence, qui soient en charge de ce comptage. Enfin il faut une transparence totale c’est-à-dire que les chiffres du nombre d’individus dénombrés soient publiés chaque année de façon précise pour qu’on puisse les identifier (code de référence) et que soient publiés sur quels types de prélèvements chaque identification a été réalisée,  qui  et dans quelles conditions les prélèvements ont été faits. IL faut que les analyses soient réalisées par des laboratoires capables de faire la différence entre l’ADN du chien et celui du Loup et enfin que si un ADN de loup est trouvé sur un cadavre d’un mouton d’élevage, il soit clairement mis en évidence si l’ADN est ante ou post mortem.
comptage des loups , le 26 mars 2024 à 08h20;oui a un comptage plus fiable de la population des loups afin d avoir une estimation crédible et réaliste . favorable aussi a la participation des fédérations de chasse , du monde agricole et pastoral a ce comptage . ce sont eux qui ont la plus grande connaissance du terrain et de ce qu il y a dessus !  on sait les solliciter et ils le font ( bénévolement ) pour d autres causes ( sanitaires entres autres ) ils ont de ce fait tout a fait leur place dans ce comptage .
Méthode comptage loup, le 26 mars 2024 à 08h35;Favorable à la méthode CMR et également inclure le monde cynégétique et agricole pour une efficacité maximale.
président de société de chasse, le 26 mars 2024 à 08h47;Je souhaite que le protocole de dénombrement des loups soit le plus simple et fiable  possible et que les chasseurs soient associés aux opérations.
comptage des loups pour abatage contre ce projet, le 26 mars 2024 à 08h48;je ne peux qu’être contre ce projet de comptage pour abatage Le loup étant un prédateur qui se régule naturellement (naissance, séparation du groupe d’origine etc) il ne sert à rien de tuer des loups pour soi-disant rétablir un équilibre . Je suis d’accord pour réévaluer la méthode de comptage MAIS sans abatage de cet animal. Pourquoi ne pas faire comme à Yellowstone ou le loup a été réintroduit et le nombre d’animaux en surplus autre que le loup s’est régulé  (comme les loups réintroduits aussi). Apprenons à vivre avec cet animal et plutôt que de le craindre, respectons le.
Avis Méthode Estimation Population Canis Lupus, le 26 mars 2024 à 08h48;Avis favorable, en espérant que cette méthode soit fiable et efficace.
avis favorable, le 26 mars 2024 à 09h08;je souhaite une méthode fiable
estimation aberrante, le 26 mars 2024 à 09h13;cette estimation dont la véritable conclusion sera connue à retardement n’aura pour but que de permettre la prolifération du nombre de loups,  l’abandon de l’entretien des territoires d’alpage. Elle conduira  à la mort lente du monde agricole au profit d’un autre monde qui ne pourra pas vivre que d’amour et d’eau fraîche ! Il faut espérer que le nombre de gens pragmatiques l’emportera sur celui des doux rêveurs. Cette méthode ne fait preuve d’aucune fiabilité
avis sur la méthode de comptage des loups sur le territoire nationale, le 26 mars 2024 à 09h30;Oui, il est important de mettre en place une méthode de comptage fiable Il est aussi urgent d’impliquer les différents acteurs, fiables, dans ses comptages et d’accompagner de manière anticipée les éleveurs que l’on doit informer et préparer à l’arriver du Loup …  Arrêtons de faire de la désinformation, rétention d’informations qui entrainent un climat hostile pour le Loup sur nos territoire …
avis favorable pour une méthode de comptage fiable, le 26 mars 2024 à 09h49;Il est indispensable que les méthodes de comptage des loups soient revues et fiabilisées et il me semble nécessaire d’envisager la participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage
Comptage loups, le 24 mars 2024 à 07h23;Oui à la participation du monde cynégétique
comptage des loups, le 24 mars 2024 à 07h36;OK pour moi , comme beaucoup de personnes ont répondu, si cette méthode est la plus fiable , utilisons la  et oui pour une participation a cet effet
Projet d’estimation de la population de loups, le 24 mars 2024 à 07h39;"Je suis pour une méthode de comptage fiable ; avec participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
comptage des loups, le 24 mars 2024 à 07h45;oui à une méthode fiable de comptage oui avec participation du monde cynegétique
Projet d’arrêté relatif à la méthode d’estimation de la population de loups, le 24 mars 2024 à 07h59;"Après des années de comptage ""farfelus"" par l’administration elle même et consors, il serait judicieux d’adopter une méthode plus fiable et mettre fin à cette contreverse. Les FDC de France depuis des dizaines d’années participent annuellement sur leurs territoires à des comptages de toutes sortes ( lièvres, chevreuils, lapins, renards ,grands gibiers etc) , sans que personne n’y ait trouvé à redire, bien au contraire car les chiffres déterminent les quotas de captures de la saisons N+1. Il me semble tellement évident que les FDC soient reconnues pour leur expertise et organisation et qu’elles soient partie prenante et non le contraire. La vérité ne sort pas toujours d’où l’on croit……….. La participation des FDC me semble impérative pour une estimation réaliste des populations."
Comptage loups, le 24 mars 2024 à 07h59;Pour une forte implication du monde cynégétique dans le recensement de la population de loups
Avis dénombrement  loups, le 24 mars 2024 à 08h02;"<span class=""puce"">- je souhaite une méthode de comptage fiable ; <span class=""puce"">- je demande à ce que le monde cynégétique, de par son expertise et sa connaissance des territoires, soit intégré dans le déploiement de ke méthode de comptage CMR"
Participation a la consultationsur sur le loup, le 24 mars 2024 à 08h06;Ok pour les comptage
Avis favorable méthode d’estimation de la population de loup, le 24 mars 2024 à 08h06;"Je suis pour une méthode de comptage fiable ; avec participation du monde cynégétique dans le déploiement de cette méthode de comptage."
population de loup, le 24 mars 2024 à 08h14;Je suis pour cette méthode de comptage semblant être la plus fiable  La participation du monde cynégétique dans l’estimation de la population du loup me semble être une évidence
comptage fiable, le 24 mars 2024 à 08h16;oui à une méthode comptage fiable avec la participation du monde cynégétique .
Sans titre, le 24 mars 2024 à 08h21;Une méthode de comptage fiable est indispensable avec participation du monde cynégétique.
Contre 1 seule méthode , le 24 mars 2024 à 08h31;Je suis contre la suppression du croisement des 2 méthodes d’estimation des populations de loups. L’enjeu pour nos agriculteurs est trop important pour ne pas utiliser toutes les possibilités d’estimer très précisément les populations vulpines, y compris en y associant les équipes de chasseurs qui sont les premiers observateurs des populations animales par leur parfaite connaissance des territoires
Fiabilité de la méthode de comptage, le 24 mars 2024 à 08h40;Le déploiement de cette nouvelle méthode de comptage, plus fiable, est indispensable avec la participation du monde cynégétique, de par son expertise et sa connaissance des territoires.
Estimation de la population de loups, le 24 mars 2024 à 08h56;Comptage fiable par marquage Participation des chasseurs souhaitable
Loups !!, le 24 mars 2024 à 09h18;Je suis d’accord pour un comptage du loup, et que le monde cynégétique puisse participer a  ce comptage.
Projet d’arrêté relatif à la méthode d’estimation de la population de loups et modifiant l’arrêté du 23 octobre 2020 fixant le nombre de spécimens de loups dont la destruction pourra être autorisée chaque année, le 24 mars 2024 à 09h29;Bonjour Je suis pour une méthode de comptage fiable ( les fèces, urines ou dépouilles peuvent passer inaperçu, les cris ne comptabilisent pas tous les membres) Je suis aussi pour une participation du monde cynégétique dans cette nouvelle de comptage car ils sont les personnes qui connaissent le mieux leurs territoire , ainsi que les emplacements de troupeaux, quelle que soit leur qualification ( ovins, sangliers etc) Cordialement M Lacchini Jean Luc
Ci, le 24 mars 2024 à 09h40;d’arrêté relatif à la méthode d’estimation de la population de loups et modifiant l’arrêté du 23 octobre 2020 fixant le nombre de spécimens de loups dont la destruction pourra être autorisée chaque année, le 24 mars 2024 à 09h29 Bonjour Je suis pour une méthode de comptage fiable ( les fèces, urines ou dépouilles peuvent passer inaperçu, les cris ne comptabilisent pas tous les membres) Je suis aussi pour une participation du monde cynégétique dans cette nouvelle de comptage car ils sont les personnes qui connaissent le mieux leurs territoire , ainsi que les emplacements de troupeaux, quelle que soit leur qualification ( ovins, sangliers etc) Cordialement
Consultation publique. Projet d’arrêté relatif à la méthode d’estimation des loups, le 24 mars 2024 à 09h41;Je suis pour une méthode de comptage fiable ( les fèces, urines ou dépouilles peuvent passer inaperçu, les cris ne comptabilisent pas tous les membres) Je suis aussi pour une participation du monde cynégétique dans cette nouvelle de comptage car ils sont les personnes qui connaissent le mieux leurs territoire , ainsi que les emplacements de troupeaux, quelle que soit leur qualification ( ovins, sangliers etc) Cordialement Dominique Campagne
Consultation publique. Projet d’arrêté relatif à la méthode d’estimation des loups, le 24 mars 2024 à 09h43;Je suis pour une méthode de comptage fiable ( les fèces, urines ou dépouilles peuvent passer inaperçu, les cris ne comptabilisent pas tous les membres) Je suis aussi pour une participation du monde cynégétique dans cette nouvelle de comptage car ils sont les personnes qui connaissent le mieux leurs territoire , ainsi que les emplacements de troupeaux, quelle que soit leurs qualifications ( ovins, sangliers etc) Cordialement Dominique Campagne
Projet d’arrêté fixant la destruction des loups , le 25 mars 2024 à 18h54;Pourquoi tuer une espèce protégée qui peut se réguler d’elle-même ? De plus, non seulement les loups jouent un rôle crucial dans le maintien de la biodiversité, mais ils ne sont pas un danger pour l’homme. Laissons-les vivre !
Estimation de le population de loup, le 25 mars 2024 à 18h56;Avis très favorable à cette méthode de calcul et aussi à la méthode des fédérations de chasseurs consistant à appeler les loups. De plus la population viable qui avait été définie à l’origine de la réintroduction était de 500 individus, ce chiffre est largement dépassé et va entrainer la disparition de nombreuses autres espèces prédatées par les loups. On va vers une catastrophe écologique.
ne pas intégrer les chasseurs dans le comptage, 18h57, le 25 mars 2024 à 19h00;"Pourquoi la cohabitation n’est elle pas possible ? elle existe dans d’autres pays ! Est ce parce que l ""les spécialistes"" recrutés par le ministère sont des chasseurs ? C’est un groupe indépendant qui doit être chargé des comptages."
FAVORABLE A CE PROJET D’ARRÊTÉ, le 25 mars 2024 à 19h02;"Oui à cette méthode CMR plus fiable ! n’en déplaise à tous ceux qui ne veulent pas que l’on tue les loups, il faudra le faire de toute façon à un moment ou à un autre. Notre territoire français a des limites et ces populations dépasseront un jour ou l’autre ces limites. Les loups s’attaquent au gibier certes mais encore plus facilement aux troupeaux. Si leur population devient trop importante des accidents sur des animaux domestiques ou des enfants arriveront inexorablement. Nous avons connu ces pics de populations lupines et notre histoire regorge de témoignage d’accidents. Lire ""histoire du méchant loup"" de Jean-Marc Moriceau, historien, son dernier ouvrage faisait état de 16000 victimes humaines au cours des 5 derniers siècles. Ou visionner ces nombreuses vidéos sur internet. Des loups oui mais pas plus que nous n’en pouvons supporter !"
OUI A LA METHODE CMR ET AU PROJET D’ARRETE, le 25 mars 2024 à 19h18;Non et non la cohabition humains/loups ne se passe pas bien dans d’autres pays, c’est une légende urbaine ! Les seuls endroits où les populations de loups ne posent pas de problème aux hommes sont les très grandes étendues naturelles comme le parc de Yellowstone qui rappelons-le est plus vaste que la Corse, où justement l’homme est absent. La France ne peut pas accueillir des populations lupines sans limite ! il faut forcément les réguler comme toutes les espèces qui prennent trop d’ampleur et risquent de nuire à la biodiversité. Pendant des millénaires homo sapiens était une proie, il s’est hissé à la cîme de la chaîne alimentaire on peut le déplorer mais aujourd’hui nous devons faire avec… Notre devoir est de gérer le peu d’espaces naturels qu’il nous reste et que nous continuons à grignoter de jour en jour avec notre urbanisation galopante, nos complexes sportifs, culturels, sociaux, médicaux, nos routes, autoroutes…
STOP AU MASSACRE DES LOUPS EN FRANCE, le 25 mars 2024 à 19h20;"Je conseille vivement à tout le monde (politiques et chasseurs en particulier) de regarder les films documentaires de Jean-Michel Bertrand, plus spécialement son dernier film ""Vivre avec les loups"", sorti en janvier dernier. Nous pouvons cohabiter avec eux comme le font les Italiens, les Slovaques etc. Stop à l’instrumentalisation des loups par des lobbys mortifères comme celui de Willy Schraen et Thierry Coste. Ecoutons le peuple français qui, dans sa grande majorité, souhaite vivre en paix avec les loups !"
Oui à une méthode de comptage fiable !, le 25 mars 2024 à 19h31;J’approuve le projet de Décret et je pense qu’une participation du monde cynégétique à ces comptages serait un plus non négligeable.
difficile à se prononcer, le 25 mars 2024 à 19h34;S’il n’est question que de la méthode de comptage, est-ce vraiment nécessaire ne n’en garder qu’une ? Ce qu’il faut c’est laisser l’OFB responsable de ce comptage afin d’éviter les manipulations. Qu’il soit simple ou double (double donc à priori plus fiable) le comptage est subsidiaire. La population de loup en France, non réintroduite contrairement à ce qui se dit dans certains commentaires, ne semble pas avoir atteint un degré d’inquiétude particulier (1000 individus sur la France entière !).  Les meutes se reproduisant sont cantonnées aux massifs du Juras et alpin.  Le vrai problème est l’insuffisance de moyen de protection des troupeaux, le rejet par certains d’évoluer et de fermer les troupeaux la nuit en un lieu sûr. c’est une évolution obligatoire car nous avons le droit de continuer l’élevage mais devons aussi reconnaître le droit de tout être vivant de vivre.  plutôt que de batailler sur une méthode de comptage, qu’une vraie aide soit donner aux éleveurs permettant à ceux-ci de continuer  et permettant au loup de vivre. Quant aux chasseurs il n’y a pas plus partisans qu’eux, jamais objectifs et toujours à l’affut de nouvelles proies. Ils aimeraient tellement pouvoir chasser toute l’année. S’ils pouvaient élever des loups pour les lâcher et s’amuser à les pister et les tirer ils le feraient comme ils le font avec beaucoup d’autres bêtes. Ils ne devraient pas être considérés comme la solution pour aider les agriculteurs. Cà c’est juste un prétexte, une fausse justification de leur jeu cruel. comment peut-on jouer, se réjouir, prendre du plaisir à ôter la vie ?
