opinion,sujet,checked_text
," Laissez tranquille la biodiversite , le 22 juin 2023 à 17h21","Laissez tranquille la biodiversité . Chaque animal est utile à la planète, l’homme décidé d’éliminer ceux qui le dérange mais si la nature décidait d’éliminer l’homme, qui fait bien plus de dégâts que les petits animaux, ça serais une bonne chose.,Arrêtez d’exterminer !"
," ignorance écologiste, le 22 juin 2023 à 17h21","ignorance écologiste. Je me rends contre que nombre de remarques sont écrites par des pseudos écologistes du fond de leur canapé d’où il semblerait qu’ils ou elles ont une très bonne vue sur la vie de la nature. Pour pratiquer cette nature sur le terrain, je peux vous affirmer que c’est bien l’homme qui est responsable de tous les désordres écologiques de notre planète. Je précise que ce n’est malheureusement pas les prélèvements de certaines espèces, que ce soit par déterrage ou bien par piégeage, qui engendre la disparition de certaines espèces . Il faut bien reconnaître que les chats errants sont malheureusement bien plus préjudiciable pour l’équilibre de la nature que le reste des actions des chasseurs qui n’ont pas d’autres but que de maintenir un fragile équilibre mis à mal par le classement incessant d’espèces qui ne font qu’engendrer une forte prédation sur les biotopes , je pense tout d’abord au cormoran ainsi que le loup et le lynx."
," je m’appelle Noël, je suis pour le renforcement de la liste ESOP et en particulier la régulation des choucas dans les cultures ou ils commettent autant de dégâts que les corbeaux et corneilles , le 22 juin 2023 à 17h20","je m’appelle Noël, je suis pour le renforcement de la liste PESO et en particulier la régulation des choucas dans les cultures ou ils commettent autant de dégâts que les corbeaux et corneilles . les personnes qui prennent part au débat sans connaissance, sans donner de leurs temps, sans participer de manière financière particulière à l’immense problème qu’est la régulation de la faune sauvage, ne savent pas de quoi ils parlent !!!"
," Avis favorable. Ajouter le blaireau, le chat errant et la buse variable sur la liste des ESOD., le 22 juin 2023 à 17h19","Avis favorable. Ajouter le blaireau, le chat errant et la buse variable sur la liste des ESOD.. Je donne un avis favorable à cet arrêté qui permet aux terriens de terrain de réguler les espèces qui posent de nombreux problème à la biodiversité et aux ressources produites par et pour les Hommes. Je pense que l’article NOMBRE complexifie inutilement le texte et doit donc être abrogé pour ne pas servir de porte d’entrée aux contestations systématiques et sans fondement des animalistes, eux-même porte d’entrée du trotskisme en France et en Europe. La nature ne se régule pas toute seule, et ""Réguler n’est pas détruire"" (devise des piégeurs agrées)."
," Non au projet de cet arrêté, le 22 juin 2023 à 17h19","Non au projet de cet arrêté. Je suis contre ce classement.,Les animaux sauvages régulent les populations bien mieux que nous.,Quand on arrêtera de tuer des espèces animales pour le confort et profit de l’être humain alors il y aurait sûrement moins de problème. A chaque fois que l’être humain intervient, que ce soit pour réguler les espèces qu’il estime nuisibles, agrandir les zones agricoles, détruire les forêts, construire des routes… il fait plus de dégâts qu’un animal sauvage qui cherche juste à se nourrir.,Apprenez à respecter l’autre, apprenez à vivre ensemble… au lieu de tout vouloir façonner à votre goût.,Quand il n’y aura plus de prédateurs pour se nourrir de petits rongeurs, ces derniers vont proliférer, et qu’allez vous faire, un nouveau classement et tuer encore ?,Alors non non et non au projet."
," régulation nécessaire afin de préserver les activités agricole et des particuliers, le 22 juin 2023 à 17h18","régulation nécessaire afin de préserver les activités agricole et des particuliers. il me semble nécessaire de continuer la régulation les activités d élevage de volailles en plein air ( dites de qualité pour le consommateur ) sont perturbées par la prédation des renards et mustélidés il est difficilement acceptable pour le producteur de voir sont travail détruit les corbeaux et corneilles occasionnent des dégâts importants sur les semis et parfois avant la récolte il me semble facile si on n est ni concerné ,ni informé des problèmes rencontré par le monde rural de contesté la régulation des esod je pense donc qu il faut continuer nos actions de régulation sans excès de tracasserie administrative ."
," Contre ce projet de destde la biodiversite , le 22 juin 2023 à 17h18","Contre ce projet de destine la biodiversité . Chaque être vivant est utile dans la biodiversité. En tuer un , souvent de manière sauvage, risque de bouleverser la chaîne alimentaire. la destruction des renards entraînent une multiplication des rongeurs.,De plus le plus nuisible est bien l’homme, on en a la preuve chaque jours.,Sera t’il le prochain sur votre liste.,Laissons faire la nature, cessons de nous croire supérieur. ,Ne tuons pas les animaux pour le plaisir de certains."
," Favorable , le 22 juin 2023 à 17h18",Favorable . Je suis favorable au classement des espèces classé EXODE car il en découle d’un bon équilibre entre la faune
," Defavorable - Tous ces animaux ont un rôle écologique à jouer, le 22 juin 2023 à 17h17","Défavorable - Tous ces animaux ont un rôle écologique à jouer. Il est aberrant de vouloir éliminer des individus d’espèces qui ne sont considérées comme nuisibles uniquement du fait qu’elles sont mal vues en particulier des chasseurs. Ces animaux existaient avant la venue de l’homme et ne constituaient en aucun cas un danger pour l’équilibre de la nature. Ces espèces se sont toujours reculées naturellement et nous n’avons pas à intervenir en les détruisant. La plupart d’entre elles sont au contraire très utiles comme le renard qui est un grand prédateur des rongeurs dont on se plaint de la surabondance dans certaines régions de France. Pour les cas où de réels dégâts peuvent être constatés, des alternatives existent comme une protection correcte des poulaillers.,,Bien a vous,,Alain DELAWARE"
," FAVORABLE AU PROJET, le 22 juin 2023 à 17h16","FAVORABLE AU PROJET. Par le passé assez lointain, on a protégé certaines espèces qui ont proliféré. je pense particulièrement aux étourneaux, aux cormorans, pour ne citer que ces deux exemples, et plus près de nous les sangliers que certains maires ""écolos"" ont refusé des actions de chasse de régulation ,avant de faire appel à nouveau aux chasseurs. D’une manière générale, les observations objectives sont nécessaires et la régulation de certaines espèces également"
," Contre ce projet, le 22 juin 2023 à 17h16","Contre ce projet. Chaque être vivant est utile dans la biodiversité. En tuer un , souvent de manière sauvage, risque de bouleverser la chaîne alimentaire. la destruction des renards entraînent une multiplication des rongeurs.,De plus le plus nuisible est bien l’homme, on en a la preuve chaque jours.,Sera t’il le prochain sur votre liste.,Laissons faire la nature, cessons de nous croire supérieur."
," Avis favorable au projet d’arrêté ESOD 2023-2026 , le 23 juin 2023 à 08h58","Avis favorable au projet d’arrêté ESOD NOMBRE - NOMBRE . Il faut intervenir à tout moment car Les prédateurs commettent des nuisances toute l’année..,,Le piégeage s’est modernisé, le piège à mâchoires est interdit ; les pièges autorisés doivent être homologués par l’Administration selon des critères de sélectivité, de sécurité publique,,Les synthèses internationales de toutes les études scientifiques expérimentales montrent qu’une régulation des prédateurs augmente la reproduction des proies (sauvages) dans près de NOMBRE des cas en moyenne. Sources : Côté et Sutherland, NOMBRE ; Smith et al. NOMBRE ; Fletcher et al. NOMBRE .,,Ces espèces sont très communes en France, présentes quasiment partout, et abondantes. Ça n’est pas parce qu’on ne les voit pas qu’il n’y en a pas,,Les dégâts de ces espèces ne sont ni indemnisés, ni assurables, ni facilement évitables. Il ne reste donc qu’à les contenir par la régulation des effectifs des espèces en cause.,,La réglementation est très précise et suffisamment détaillée et même tatillonne.,,Les Associations de protection de la nature se contentent seulement de contester les données locales, adaptées aux contextes locaux sans participer réellement aux débats.,,Ce n’est pas parce qu’une espèce est classée « ESOD » qu’elle sera effectivement régulée, partout et en tout temps. L’inscription sur les listes des « ESOD » n’est pas une obligation de faire, une obligation de réguler. C’est une simple autorisation administrative encadrée, au cas où…., là où régnait autrefois la liberté totale du particulier.,,L’État lui-même a recours à la régulation destruction de certaines espèces protégées (Loup, Cormoran…) de même que les associations de protection de la nature.,,Pour la protection du gibier, la régulation doit se faire surtout en période de reproduction du gibier au printemps et la chasse est fermée à cette époque.,,Le renard ne peut pas arrêter le développement d’une pullulation de campagnol dans ce type de paysage agricole. C’est l’effet de débordement : les prédateurs sont débordés par la masse sans cesse multipliée des campagnols, ils ne peuvent en manger plus que leur ration journalière .,,Certains prédateurs sont protégés et leurs populations sont en hausse et les populations de petites faunes sont en constantes diminution.,, Les corneilles noires qui sont omnivores sont également des prédateurs de la petite faune en période de nidification mais aussi sur les oisillons (passereaux), poussins (galliformes notamment) et certains jeunes mammifères (lapereaux, levrauts …).,,Les corneilles noires et les freux réalisent de gros dégâts à la période des semis.,Ces espèces n’ont pas de prédateur et leurs populations augmentent.,L’utilisation d’effaroucher dans les semis déplacent le problème mais ne le résout pas. »"
," Louineau Thomas , le 23 juin 2023 à 08h58","Louisiane Thomas . Habitant à la campagne et pensant que la nature n’a pas besoin d’humain pour être soit disant régulée.,Il n’y a pas d’espèces nuisibles à par peut-être l’humain capitaliste pour ces semblable et pour son environnement. ."
," Avis défavorable , le 23 juin 2023 à 08h57","Avis défavorable . Je suis contre, avis défavorable"
," Favorable !!!, le 23 juin 2023 à 08h57","Favorable !!!. Trop de dégâts fait par les nuisibles ,Arrêtons les dégâts"
," Protégez la diversité bioligique, le 23 juin 2023 à 08h56",Protégez la diversité biologique. Arrêtez de détruire la nature par votre ignorance de l’intérêt de la diversité animale et végétale ….
," Louineau Thomas , le 23 juin 2023 à 08h55","Louisiane Thomas . Habitant à la campagne et pensant que la nature n’a pas besoin d’humain pour être soit disant régulée , cette consultation m’intéresse."
," Laissez vivre tous les petits animaux , le 23 juin 2023 à 08h58","Laissez vivre tous les petits animaux . Il s’agirait de laisser la nature faire, elle s’e’ sort toujours mieux sans nous. Puis qui sommes nous pour juger de l’intérêt ou non d’une espèce ? Parce que niveau nuisible, on est les pires sur la terre, faudrait il nous abattre ?"
," contre la destruction d’espèces vivantes, le 23 juin 2023 à 08h58","contre la destruction d’espèces vivantes. pour la préservation de la vie et de la biodiversité,pour la protection des espèces"
," Absolument défavorable à cet arrêté, le 23 juin 2023 à 09h01","Absolument défavorable à cet arrêté. Il faut revoir complètement cette liste. Ces espèces ne sont pas des espèces invasives. Présentes dans nos écosystèmes depuis toujours, elles y ont leur place. Elle participe à son équilibre.,De plus ces animaux s’avèrent être des alliés pour l’agriculture et la santé. En particulier le renard qui tue NOMBRE campagnols par an. ,Expérience personnelle : des prairies infestées de campagnols qui ruinent le système racinaire de jeunes arbres fruitiers qui dépérissent. Or on a besoin de plus d’arbres, on a donc besoin aussi des renards prédateurs des campagnols. Il n’y a pas d’élevage avicole dans ce secteur ; il n’y a donc aucune raison de tuer les renards ; d’ailleurs les gens qui ont des poulaillers savent que la seule façon de se protéger des renards est de les clore avec des grillages un peu enterrés et de rentrer les poules à la tombée de la nuit.,Il a aussi été établi que les renards pourrait être un rempart contre la maladie de Lyme véhiculée par les tiques des campagnols."
," contre la dite régulation., le 23 juin 2023 à 08h59","contre la dite régulation.. Et voila une nouvelle consultation sur la régulation des ""espèces susceptibles d’occasionner des dégâts"". La précédente qui était pourtant majoritairement opposée a cette régulation a été ignorée . et bien entendu je n’ai aucune illusion sur l’application de celle là fut elle rejetée a NOMBRE . les lobbys sont très puissants dans notre pays , que cela soit ceux de l’agroalimentaire du nucléaire ou bien encore celui de la chasse . Les espèces qui devraient être ""régulées "" sont une partie importante de la biodiversité . D’ailleurs dans de nombreux pays européens elles ne sont pas soumises à cette ineptie. Mais voila , dans notre pays il ne faut pas contrarier les chasseurs, l’industrie chimique bien trop heureuse de pouvoir vendre ses poisons pour éliminer ,mulots ,campagnols rats, ce que fait pourtant de manière naturelle le renard !,Je ne suis pas dupe , et si je participe à cette enquête ,c’est pour remplir en partie mon rôle de citoyen et pour faire savoir que l’hypocrisie ça suffit !"
," Il n’y a que l’homme qui est nuisible pour la nature :, le 23 juin 2023 à 09h07","Il n’y a que l’homme qui est nuisible pour la nature :. Il n’y a guère plus que la France en Europe qui ose classée des espèces avec le terme ""nuisible"". Pour rappel, des animaux comme le renard permettent de réguler d’autres espèces comme le campagnols. La destruction massive d’oisillons est due à l’usage de pesticides. La nature n’est pas responsable des méfaits de hommes."
," Défavorable , le 23 juin 2023 à 09h07","Défavorable . Chaque espèce a une utilité. Chaque espèce s’insère dans un écosystème et occupe une place déterminante pour la survie d’autres espèces (à part l’homme bien évidemment, nuisible à NOMBRE ). De fait, comment décréter des espèces animales nuisibles alors même que nous les battons à plates coutures sur ce terrain?"
," Favorable, le 23 juin 2023 à 09h06","Favorable. Allons nous arrêter de faire tout et n’importe quoi !!! ,Il y a toujours eu des espèces classé nuisibles ou une régulation à toujours été nécessaire pour le bon équilibre de la biodiversité et de l’agriculture ! La Régulation ne veut pas dire destruction !!,,Si la régulation n’est pas appliquée, la population des espèces nuisibles va augmentée de façon exponentielle !! Au détriment des petits oiseaux et autres petits animaux qui ont déjà du mal à survivre. ,Si nous voulons laisser la Natura à elle-même, il y aura un déséquilibre total de la faune et de la flore et certaines espèces natron plus leur place, Et disparaître à tout jamais."
," Liste ESOD 2023, le 23 juin 2023 à 09h06","Liste ESOD NOMBRE . Contre cette liste, le seul nuisible qui devrait y figurer est l’homme !"
," Non a cet arrete, le 23 juin 2023 à 09h04","Non a cet arrête. Il faut laissé les chasseurs gérer les nuisibles, comme ils savent le faire pour les gibiers."
," Projet d’arrêté pris pour l’application de l’article R.427-6 du code de l’environnement , le 23 juin 2023 à 09h04","Projet d’arrêté pris pour l’application de l’article R.427- NOMBRE du code de l’environnement . Je suis favorable à ce projet car ces espèces créent des dégâts irréversibles sur la faune et les cultures. N’ayant pas de prédateur direct pour la plupart, ils se doivent d’être régulés."
," Favorable, le 23 juin 2023 à 08h54","Favorable. Réguler mais pas détruire, les chasseurs ont toujours su faire."
," Reguler a tout prix, le 23 juin 2023 à 09h03",Réguler a tout prix. Il existe des espèces d organisme vivants qui n ont pas de prédateur et notre devoir est de veiller a ce qui ne deviennent invasives pour garder une biodiversité équilibrée
," Stop aux massacres, le 23 juin 2023 à 09h07","Stop aux massacres. Bonjour,,Stop aux massacres d’espèces animales de toutes sortes sous des prétextes délirants. Stop à l’autorisation de la barbarie de ces chasseurs assoiffés de sang qui emmènent leurs enfants avec eux traquer ces pauvres bêtes avant de les exécuter dans d’atroces souffrances (déterrages…).,STOP SVP !!!!,Cordialement.,Didier PARADER"
," CONSULTATION PUBLIC PROJET D’ARRETE MINISTERIEL ESOD GROUPE II, le 23 juin 2023 à 09h08","CONSULTATION PUBLIC PROJET D’ARRÊTE MINISTÉRIEL ESOD GROUPE II. Je suis tout fait favorable avec ce projet rural et chasseur,Nous devons réguler ces espèces et peut être en ajouter d’autre, vue les dégâts et les nuisances quelles procures. Si nous les laissons proliférer ils envahiront tous les espaces. ,je ne parle pas d’éradication,Les personnes qui sont contre ce projet seront les premiers à demander leur destruction lorsque les nuisances les importuneront car ils n’ont aucune connaissance terrain."
," CONTRE le projet d’arrêté, le 23 juin 2023 à 09h10","CONTRE le projet d’arrêté. Les ESOD jouent un rôle important dans le fonctionnement des écosystèmes, notamment sur le plan sanitaire en consommant d’autres animaux malades ou morts, limitant ainsi la propagation de maladies. De plus, les mammifères ESOD sont des auxiliaires des activités agricoles et forestières : leur consommation de petits rongeurs permet d’en contenir les populations. Les oiseaux ESOD, notamment le Geai des chênes avec les glands, participent à la régénération de la végétation en dispersant les graines. Des solutions alternatives à la destruction existent (clôture enterrées, techniques de semence…). Il faut insister pour qu’elles soient mises en œuvre, comme l’exige d’ailleurs la réglementation."
," Défavorable , le 23 juin 2023 à 09h03","Défavorable . Donnons les moyens au agriculteurs de préserver leurs terres sans déséquilibrer les écosystèmes. Tuer des renards, c’est plus de rat donc plus de pesticide pour éliminer les rats etc. Cet arrêté ne résout aucunement les problèmes rencontrés par les agriculteurs"
," Réintégrer la pie bavarde dans les espèces classées nuisibles dans le département de l’eure. , le 23 juin 2023 à 09h02","Réintégrer la pie bavarde dans les espèces classées nuisibles dans le département de l’Eure. . Cette espèce depuis NOMBRE ans est dans grande augmentation. ,Dans ma petite commune elle occasionné de nombreux dégâts sur les petits passereaux. ,Sans la faire disparaître bien entendu, il faut absolument la régler.,Merci pour votre attention. ,Cordialement"
," Protection du vivant dans toute la chaîne des écosystèmes, le 23 juin 2023 à 09h01","Protection du vivant dans toute la chaîne des écosystèmes. Je propose de classer la belette et le putois en tant qu’espèces protégées, et d’interdire le déterrage du renard.,Il faut en parallèle accompagner les éleveurs pour limiter les dégâts éventuels occasionnés par ces soi-disant ""nuisibles"", dont nos sociétés ne cessent de détruire l’habitat naturel."
," Non au classement des espèces susceptibles d’occasionner des dégâts , le 23 juin 2023 à 09h11","Non au classement des espèces susceptibles d’occasionner des dégâts . Si l’on est honnête, on est forcé de reconnaître que si une espèce est à l’origine de dégâts majeurs pour la planète, ce n’est certes pas la fouine, ou le renard…mais bien l’espèce humaine. Proposezvous de tirer à vue là où elle est trop concentrée, consomme trop d’eau, bétonne trop de terres?,Plus simplement, maintenant que l’on connaît bien le rôle de chaque espèce au sein d’un écosystème, il vaudrait mieux concentrer nos efforts à la restauration de cet écosystème plutôt qu’à sa destruction."
," Non à la destruction d’espèces susceptibles d’occasionner des dégâts, le 23 juin 2023 à 08h59","Non à la destruction d’espèces susceptibles d’occasionner des dégâts. L’homme devrait alors faire partie de cette liste, car c’est lui qui malheureusement occasionne le plus de dégâts !"
," Mr Dominique Sonneville , le 23 juin 2023 à 08h59","Mr Dominique Bonneville . Laisser la biodiversité se réguler, le NOMBRE juin NOMBRE à ,Certains animaux seraient ""susceptibles d’occasionner des dégâts"". Je ne suis pas d’accord, en effet ces animaux participent à la biodiversité et la chaîne alimentaires. Le renard, la martre, la belette, la fouine, la corneille, le corbeau freux, la pie, le geai et l’étourneau ont leur place dans la chaîne alimentaire et leur suppression par des chasseurs, piégeages ou autre méthodes destructrices est nocives. ,Ainsi le renard qui rend service à l’agriculture – chaque renard consomme des milliers de petits rongeurs chaque année - est pourtant classé ESOD sur la quasi-totalité du territoire français.,De même, la reconduction de la belette comme ESOD est un cas d’école : ce petit mustélidé ( NOMBRE cm, à peine NOMBRE grammes), incapable de commettre des dégâts sérieux, n’est classée que dans un seul département, celui du président de la Fédération Nationale des Chasseurs !,Merci de votre attention."
," STOP AUX MASSACRES, le 23 juin 2023 à 09h08","STOP AUX MASSACRES. Comment encore concevoir et établir une société basée sur le massacre d’espèces pour apaiser quelques individus bornés !…,Comment mettre en danger tout un écosystème pour satisfaire quelques appétits de pouvoir ?,je rejoins l’ASPAS dans ses propositions et combat pour une société VIVABLE !,,Concernant ce projet en particulier, l’ASPAS demande a minima : ,l’interdiction du déterrage du renard à l’échelle nationale ;,la reconnaissance du rôle bénéfique de toutes les espèces dans les écosystèmes et vis-à-vis des activités humaines ;,une refonte de la procédure de classement qui est une instruction à charge menée par les chasseurs et dont les données sont invérifiables ;,l’interdiction de tuer ces espèces pour satisfaire les intérêts liés à la chasse, ,la mise en œuvre obligatoire de méthodes alternatives à la destruction pour toutes les espèces, ,un zonage par espèce prenant en compte les dégâts constatés et la présence d’exploitations agricoles, et l’interdiction de tuer ces espèces en dehors des activités sensibles à leur présence."
," Les espèces déclarées nuisibles, le 23 juin 2023 à 08h54","Les espèces déclarées nuisibles. Pour qui se prend l’espèce humaines pour déclarer certaines espèces nuisibles ? Nous , humains , nous sommes la pire espèce nuisible puisque nous détruisons tout, polluons tout plastiques dans les océans , changement climatique , pesticides tueurs d’abeilles …,pour le profit , le pouvoir … Alors ayons la décence de ne pas parler d’espèces nuisibles . changeons nos propres comportements . Cessons d’être la plus grande espèce nuisible !!!"
," Non à cet arrêté, le 23 juin 2023 à 08h53","Non à cet arrêté. Cet arrêté est très incomplet, ne dit pas quelles vont être les nuisances induites pour les habitants des zones rurales ou péri-urbaines d’entendre des coups de feu en plus pour tuer ces pauvres bêtes. Cet arrêté oublie de dire ce qu’il pourrait advenir des animaux domestiques tués par ""erreur"" à la place des renards par exemple. A la campagne on tue déjà vos chattes rousses même enceintes et même avec un collier rose autour du cou. Et ce ne sont pas majoritairement les renards qui tuent les poules mais des gens qui les volent la nuit en se servant directement dans les poulaillers. Sauf que personne ne porte plainte parce que les polices municipales des campagnes et les gendarmeries ont autre chose à faire. Normal. ,Et les renards ne s’attaquent pas aux ânes. ,Cet arrêté ne précise pas non plus ce qu’il est censé advenir des renards et des oiseaux tués. Or laisser des bêtes mortes se décomposer par terre représente des risques sanitaires pour la population."
," Défavorable, le 23 juin 2023 à 08h54","Défavorable. Je conteste ce projet pour plusieurs raisons.,Tout d’abord la concertation préalable n’a inclue aucun scientifique (Muséum, associations ou sociétés savantes) dont l’expertise était pourtant indispensable.,D’autre part, je note que sur mon département NOMBRE quatre espèces sont déclarées nuisibles sur l’ensemble du territoire : Le renard (dont chaque individu élimine jusqu’à NOMBRE petits rongeurs chaque année), la martre (dont le déclin, au début du 20ème siècle, a failli entraîner celui de l’écureuil roux, victime de graves épidémies après avoir été privé de son unique prédateur), le corbeau freux et la corneille noire (tous deux responsables de l’élimination des cadavres laissés dans le nature par des chasseurs maladroits, ou sur les routes par des conducteurs inattentifs). Ces quatre espèce sont réellement utiles et non nuisibles, il faudrait remplacer leur élimination par d’autres moyens de protection de l’agriculture, mais une telle démarche exige une véritable concertation impliquant des scientifiques.,Vous suspendez la destruction là où sont appliquées des mesures de lutte chimique, ce qui signifie que vous donnez la priorité sur un mode de lutte dangereux pour les humains et les espèces protégées, devant des espèces reconnues pour leur efficacité sans danger pour les équilibres naturels. C’est totalement anormal.,Enfin vous précisez les limites de cet arrêté (on ne vise pas l’éradication, il est interdit de détruire les nids, toute espèce hors-liste capturée par erreur doit être relâchée …) mais vous ne précisez pas comment vous ferez appliquer ces limites alors que vos agents de terrain sont de moins en moins nombreux.,C’est pour ces raisons principalement que je suis fortement défavorable à ce projet."
," Défavorable, le 23 juin 2023 à 09h11","Défavorable. NOMBRE . Le classement ESOD de ces animaux ne repose pas sur des preuves solides,NOMBRE . Aucune étude ne démontre que ces destructions massives auraient un quelconque impact sur la quantité de dégâts,NOMBRE . Deux tiers des Français estiment aujourd’hui qu’il faut en finir avec le classement ESOD"
," Laisser la biodiversité se réguler, le 23 juin 2023 à 08h50","Laisser la biodiversité se réguler. Certains animaux seraient ""susceptibles d’occasionner des dégâts"". Je ne suis pas d’accord, en effet ces animaux participent à la biodiversité et la chaîne alimentaires. Le renard, la martre, la belette, la fouine, la corneille, le corbeau freux, la pie, le geai et l’étourneau ont leur place dans la chaîne alimentaire et leur suppression par des chasseurs, piégeages ou autre méthodes destructrices est nocives. ,Ainsi le renard qui rend service à l’agriculture – chaque renard consomme des milliers de petits rongeurs chaque année - est pourtant classé ESOD sur la quasi-totalité du territoire français.,De même, la reconduction de la belette comme ESOD est un cas d’école : ce petit mustélidé ( NOMBRE cm, à peine NOMBRE grammes), incapable de commettre des dégâts sérieux, n’est classée que dans un seul département, celui du président de la Fédération Nationale des Chasseurs !,Merci de votre attention."
," NON à la liste des espèces nuisibles ! , le 23 juin 2023 à 08h51","NON à la liste des espèces nuisibles ! . Pourquoi les classer comme espèces nuisibles alors qu’il existe d’autres alternatives. Les renards par exemple, sont massacrés par les chasseurs des bébés renards à qui on écrase la tête ! Honteux de défendre ça ! Dans d’autres pays on a trouvé d’autres solutions et même laisser la nature se faire par elle même. C’est honteux que la France continue à dresser ce genre de liste en NOMBRE !"
," TOTALEMENT CONTRE, le 23 juin 2023 à 08h52","TOTALEMENT CONTRE. Ce projet est une absurdité sans nom. ,La chasse et la destruction totale des espèces comme le renard est complètement contre productive et favorisera la multiplication de nuisibles bien plus dévastatrices (rats, etc.) jusqu’alors proies de ces espèces. ,Il serait au contraire temps de protéger ces espèces et mettre en place une régulation raisonnée dans les cas particuliers où elle est nécessaire, plutôt que de favoriser les tueries de ces espèces primordiales pour la biodiversité et son équilibre fragile."
," DELAMOTTTE Gérard 27380 - VANDRIMARE, le 23 juin 2023 à 08h52",modelante Gérard NOMBRE - Anaximandre. je suis favorable a la régulation des pies et corbeaux qui n’ont pas de prédateurs naturels et cause de gros dégâts aux nichés d’oiseaux qui s’en trouvent en diminution constante.
," PROJET ESOD, le 23 juin 2023 à 08h52","PROJET ESOD. En tant qu’expert en assurance pour les aléas climatiques, je vois beaucoup de parcelles détruites par les ESOD : « Les dégâts de ces espèces ne sont ni indemnisés, ni assurables, ni facilement évitables. Il ne reste donc qu’à les contenir par la régulation des effectifs des espèces en cause. ».,de plus « Les prédateurs et déprédateurs commettent des nuisances toute l’année, il faut donc intervenir à tout moment. »,mais également « Les populations de petites faunes ont considérablement baissé et ne peuvent plus accepter une hausse des effectifs de leurs prédateurs (au risque de totalement disparaître) d’autant que certains sont protégés (buse variable, chats …). »"
," J’ai un avis favorable , le 23 juin 2023 à 08h52","J’ai un avis favorable . La régulation des espèces susceptibles d’occasions des dégâts permet a d’autres espèces, de gibier notamment, de se développer. Elle évite aussi la propagation de certaines maladies transmissibles à l’homme. Il faut enfin prendre en comptes les indemnités versées notamment pour les dégâts aux cultures, aux élevages, …"
," Contre , le 23 juin 2023 à 08h52","Contre . Je m’oppose à cet arrêté ministériel pour plusieurs raisons :,NOMBRE ) Manque de données et d’études scientifiques peer-reviewed qui justifient l’établissement d’une telle liste.,NOMBRE ) Je suis pour la protection de la biodiversité, actuellement bien trop menacée par la réduction des espaces naturels ,NOMBRE ) La plupart des espèces jugées « nuisibles » sont bénéfiques pour la régulation de la population des rongeurs et par conséquent, réduisent la propagation de la maladie de Lyme.,NOMBRE ) Je suis pour la mise en place de solution alternatives à la destruction et des compensations financières pour les agriculteurs ou particuliers dans le cas où les solutions alternatives ne s’appliquent pas.,,Cet arrêté est un non sens écologique et démontre un manque d’efforts politique pour s’attaquer à la source du problème : améliorer l’équilibre de la biodiversité, mis à mal par les activités humaines. Il faut se creuser la tête, consulter des scientifiques le moins biaisés possibles et proposer des arrêtés plus durables. ,Merci pour votre considération."
," AVIS DEFAVORABLE, le 23 juin 2023 à 08h53","AVIS DÉFAVORABLE. Les soi-disant ESOD contribuent bien plus à la régulation de la faune sauvage et aux équilibres écologiques (cf. Les renards) qu’elles ne causent de dégâts à l’environnement. D’ailleurs, comment évalue-on ces derniers, selon quelle méthode fiable et scientifique? Est-on de même sûr que la destruction des ESOD changerait quoi que ce soit aux dégâts supposés? Comment peuton autoriser leur destruction là où aucun dégât n’a été constaté? Enfin comment se faitil que ce soit encore et toujours les intérêts des chasseurs qui prévalent dans les dispositions retenues?"
," Pour, le 23 juin 2023 à 00h07","Pour. Pour la préservation de la biodiversité, l’équilibre des populations de petits gibiers, il faut bien évidemment réguler et contrôler les population de renards notamment sur la période nocturne où il est très actif. Le piégeage ainsi que la chasse d’été est bien évidemment une nécessité.,D’autres espèces doivent redevenir classées nuisibles comme par exemple la pie qui occasionne de très nombreux dégâts"
