sujet;checked_text;opinion
NON au PNA, le 27 novembre 2023 à 14h58;"NON au PNA. Non au projet du PNA qui ne garanti pas la protection des loups, classés ""vulnérables"" et qui ne protège pas les troupeaux. Mettons plus de moyens dans la surveillance des troupeaux sans avoir a tuer des loups dispersants et autres. Protégeons les loups, et les élevages en meilleurs intelligence, et sans violence.";Défavorable
Non au PNA, le 27 novembre 2023 à 15h13;Non au PNA. Quand tous les experts scientifiques nous disent que la biodiversité disparait par notre faute (surtout les prédateurs) et que cela créé d’énormes déséquilibres pour la vie sur Terre, vous voulez empêchez le retour à un semblant d’équilibre. Écoutez les scientifiques pour une fois.;Défavorable
Avis défavorable , le 27 novembre 2023 à 15h14;Avis défavorable . Laissez les loups tranquille , ne les tuez pas !!!! Le problème c’est nous , pas eux;Défavorable
NON à ce projet absurde et à rebours de la volonté affichée de protéger la biodiversité ! , le 27 novembre 2023 à 15h16;"NON à ce projet absurde et à rebours de la volonté affichée de protéger la biodiversité ! . Un millier de loups sur le territoire présentent un risque inacceptable pour les éleveurs (et autres lobbys de la chasse) ? Vraiment ?? !! D’autres agriculteurs se plaignent des dégâts posés par l’augmentation de la population de sangliers et cervidés, des rats et ragondins. Ne pourraiton pas voir les loups comme des alliés, permettant d’équilibrer la nature que nous nous évertuons à massacrer par notre interventionnisme inefficace ? Accompagnons les éleveurs par de la formation, prévention, achat de chiens patou ou autres plutôt que d’autoriser toujours plus de tirs. Laissons les loups (et ours, lynx, renards,…) en paix ! ""Mike thé plante gréât gain"" disait notre cher président !… L’a-il oublié ?";Défavorable
Je m’oppose, avis très défavorable, le 27 novembre 2023 à 15h20;"Je m’oppose, avis très défavorable. Bonjour, Je m’oppose totalement à ce nouveau plan loup qui tend à confondre ""régulation"" et ""conservation"" d’une espèce. En NOMBRE , nous devons nous concentrer sur des moyens de cohabiter avec les autres vivants, dont la présence est toute légitime dans nos paysages. Cela va s’en dire que les tuer est une aberration, qui plus est pour une espèce protégée. Le loup est une espèce dont bénéficie l’équilibre de la biodiversité. Il est crucial de prendre en compte l’avis des scientifiques ainsi que les recommandations des associations de protection de la nature. Merci.";Défavorable
Gilles BLOMME, le 27 novembre 2023 à 15h22;Gilles LOMME. Avis défavorable. En s’intéressant à la vie des loups vous constaterez que faire des tirs de régulation , fait éclater les meutes et alors des loups solitaires s’attaque aux brebis par exemple car ils ne peuvent plus chasser en meute. Le loup est aussi un excellent régulateur du milieu naturel. Laissons cet animal tranquille, il avait disparu de France il y a des dizaines d’années.;Défavorable
Défavorable au Projet de plan national d’actions au sujet des loups, le 27 novembre 2023 à 15h26;Défavorable au Projet de plan national d’actions au sujet des loups. NOMBRE nov NOMBRE Nous avons besoin des loups pour une biodiversité complète. Leurs chasse désorganise les meutes et favorise les attaques de leur parts. Son déclassement juridique en ferais une proie facile alors qu’il reste une espèce menacée en France.;Défavorable
Non, non et non , le 27 novembre 2023 à 15h32;Non, non et non . Non à ce plan ! Le loup est et doit rester une espèce protégée. Appliquez vous davantage à aider les éleveurs sans boucherie.;Défavorable
Avis défavorable au PNA Loup 2024-2029, le 27 novembre 2023 à 14h55;"Avis défavorable au PNA Loup NOMBRE - NOMBRE . Je tiens à signaler mon avis défavorable vis-à-vis de ce nouveau PNA Loup pour la période NOMBRE - NOMBRE . Tout d’abord, je pense qu’il aurait été judicieux (pour ne pas dire intelligent) de dresser un véritable bilan du précédent PNA en la matière avant d’en lancer un nouveau. Cela aurait permis d’étudier les résultats obtenus et d’ajuster en conséquence les mesures à prendre pour l’avenir. De plus, je ne crois pas que l’Homme soit le mieux placé pour réguler les populations de loups. Il me semble en effet que les populations de loups s’autorégulent naturellement et que les ""tirs de régulations"" ne font en réalité que désorganiser les meutes, ce qui les contraint à se tourner vers des proies plus faciles (animaux d’élevage au détriment du gibier sauvage) pour survivre. Enfin, je pense qu’il faut cesser de considérer comme une menace toute chose dont le contrôle nous échappe. Faisons plutôt en sorte de conserver l’équilibre naturel des choses plutôt que de vouloir toujours tout façonner à notre guise, redonnons de véritables territoires au loup, encadrons le pastoralisme en lui donnant les moyens nécessaires à la protection des troupeaux (présence humaine renforcée avec les troupeaux [l’Homme étant la plus grande crainte du loup il me semble…], clôtures, etc). Le loup est une espèce strictement protégée et il faut que cela reste ainsi, il en va de la bonne santé des écosystèmes. Or ce PNA Loup NOMBRE - NOMBRE ne garantit en rien cette protection et tend même à la remettre en cause. C’est inadmissible dans une période où la protection de l’environnement et de la biodiversité devrait ne plus faire débat.";Défavorable
avis défavorable, le 27 novembre 2023 à 15h44;avis défavorable. le loup est utile à la biodiversité. on ne peux pas en dire autant de celui qu’il le chasse.;Défavorable
Avis defavorable , le 27 novembre 2023 à 15h35;Avis défavorable . Je suis contre ce plan de régulation alors qu’il s’applique à une espèce déjà menacée ! C’est une pure absurdité. Donnons des moyens aux éleveurs avant de faire payer le tribut de la vie à des animaux qui ont leur place dans la pyramide de l’écosystème. De plus il est prouvé que les tirs désorganises meutes et augmentent les attaques. Non vraiment ce plan n’a pas de sens ! Aider les éleveurs à sécuriser leurs troupeaux (et à mieux valoriser leurs productions d’ailleurs) est bien plus sensé.;Défavorable
Avis défavorable  , le 27 novembre 2023 à 17h05;Avis défavorable . L’augmentation continue du pourcentage de loups pouvant être abattus et la simplification des procédures de tir n’encouragent pas les éleveurs à adopter des méthodes de protection efficaces. Le lobby des anti-loups semble avoir la main sur les décisions du gouvernement. C’est inacceptable. L’État n’est respecté, ici comme ailleurs, que quand il fixe des règles claires et qu’il s’y tient. Or, dans le domaine de la protection du loup comme dans bien d’autres, il semble se laisser bousculer et céder à la pression de quelques chasseurs excités et éleveurs biens décidés à n’appliquer aucune mesure de protection. C’est un triste spectacle. Le loup est une espèce protégée et doit le rester, les tirs létaux doivent être l’exception et la protection des troupeaux la règle.;Défavorable
Non au plan loup !, le 27 novembre 2023 à 17h11;Non au plan loup !. Il faut rappeler que le loup est une espèce essentielle pour la biodiversité (voir différentes études sur la régulation de la biodiversité par la présence de loups, dont celle réalisée dans le parc national de l’Iels Royale). De plus, les tirs désorganisent les meutes, ce qui amène à davantage d’attaques. Par ailleurs, ce déclassement de l’espèce en espèce menacée en France est un scandale ! Le nombre de loups en France n’est estimé qu’à NOMBRE environ. Enfin, où sont indiqués les aspects négatifs du pastoralismes sur les écosystèmes ainsi que les aspects positifs des loups, dans cette loi? Je comprends que le pasteur alisme soit important et qu’il faille le protéger en France, il n’empêche que tout n’est pas blanc ni noir, alors NON À CE NOUVEAU PLAN ANTI-LOUPS !;Défavorable
Non au plan aux loups , le 27 novembre 2023 à 17h16;Non au plan aux loups . Une hérésie écologique de plus. Après s’être battu pour son retour, on souhaite déjà faire marche arrière alors que l’on connaît son impact positif massif en termes de biodiversité. SVP est ce que vous pourriez quelqu’un de plus compétent au ministère de l’environnement ? Il semblerait que la personne en place et celles qui y travaillent soient en burn-out schizophrénique depuis le début de leur mission ministérielle. Colt.;Défavorable
Je m’oppose au Plan National Loup 2024-2029, le 27 novembre 2023 à 17h17;Je m’oppose au Plan National Loup NOMBRE - NOMBRE . En plus d’être une espèce strictement protégée, le loup reste le seul et dernier grand prédateur en France et joue un rôle majeur dans l’équilibre de l’écosystème. Il doit donc être préservé comme la loi le prévoit. Par ailleurs, il serait opportun d’évaluer le plan précédent de manière scientifique, analytique et sans parti pris… et de s’appuyer, si ce n’est se ranger, sur l’avis du Conseil National de Protection de la Nature, instance scientifique indépendante ayant produit un avis négatif.;Défavorable
Non au plan loup, le 27 novembre 2023 à 17h18;Non au plan loup. Je suis défavorable au fait de tuer des loups. Il faut que les solutions possibles pour protéger les troupeaux soient développées en France. Les loups font partie de la biodiversité et participent à la régulation de certaines espèces.;Défavorable
AVIS DEFAVORABLE, le 27 novembre 2023 à 17h10;AVIS DÉFAVORABLE. Le Plan précédent ( NOMBRE - NOMBRE ) n’a fait l’objet d’aucune évaluation de la pertinence des actions engagées. En particulier, il ne présente pas d’analyse de l’évolution de la situation en termes de dommages, de développement de la population de loups, de valorisation des expériences de terrain favorisant la coexistence, ou de baisse du nombre d’animaux d’élevage tués par rapport au nombre de loups présents. Aucune évaluation n’a été davantage effectuée sur les acquis en matière de protection des troupeaux ni de l’efficacité supposée des tirs létaux, alors que ce sont deux éléments centraux du plan. En conséquence, le projet actuel ne tient pas compte des enseignements du plan précédent. Alors que ce Plan devrait viser l’atteinte du bon état de conservation de l’espèce en France, tout en assurant le soutien et l’accompagnement du pastoralisme, il n’est fait mention que des impacts négatifs de la présence du loup et non des bénéfices qu’elle apporte. L’engagement de l’État en faveur de la modification du statut de protection du loup et son déclassement d’espèce strictement protégée, envisagé à la fois dans la convention de Berne et dans la directive Habitats Faune-Flore, est une démarche sans précédent dans un Plan National d’Action et contraire à l’objectif d’assurer le bon état de conservation de cette espèce. Les autorisations et modalités de tir dérogatoire sont simplifiées et le PNA envisage d’augmenter le plafond annuel de loups tués. Ces mesures reviennent à introduire une régulation de la population, ce qui est en contradiction avec le droit communautaire et national, mais également un non-sens d’un point de vue biologie de la conservation. Le Conseil National de Protection de la Nature, instance scientifique indépendante consultée dans le cadre de l’élaboration de ce PNA, a produit un avis négatif qui met en avant la plupart des points énumérés ci-dessus, sans que le gouvernement n’en tire la moindre conclusion ni ne modifie ce projet de plan.;Défavorable
La formulation de ce PNA 24-29 n’est pas scientifique, ni objective, le 27 novembre 2023 à 17h23;"La formulation de ce PNA NOMBRE - NOMBRE n’est pas scientifique, ni objective. Avis défavorable. Je suis opposé au projet "" PNA NOMBRE - NOMBRE sur le loup et les activités d’élevage "" (PNA NOMBRE - NOMBRE ) tel qu’il est présenté. Pour les raisons suivantes : En introduction, à l’heure actuelle, le statut du loup en France n’est pas favorable. Ses zones de reproduction se limitent aux Alpes et à quelques régions limitrophes (Jura, etc.). La reconstitution de l’espèce, espèce protégée par le droit européen, est fragile. Les signalements d’une présence plus large d’individus dans d’autres départements n’indiquent pas un état de conservation stable. La formulation de ce PNA NOMBRE - NOMBRE n’est pas scientifique, ni objective, et est clairement orientée pour satisfaire le lobby de l’élevage. Compte tenu de son statut de protection et de l’immense importance des espèces de grands prédateurs en général pour la préservation et l’amélioration de nos systèmes écologiques et de la biodiversité, ce PNA est tout à fait insatisfaisante et manque de base scientifique. Il s’agit d’un plan de régulation du loup et non d’un plan visant à conserver l’espèce et à favoriser les modes de cohabitation (qui existent) avec les activités agricoles humaines. En tant que tel, il est contraire aux engagements de l’État de maintenir le statut de conservation solide de l’espèce et présente une vision entièrement négative du loup, plutôt que de soutenir le grand potentiel de l’espèce pour protéger nos forêts, et les activités agricoles de culture contre les populations en expansion des espèces de sangliers, chevreuils, etc.. L’orientation du PNA NOMBRE - NOMBRE pourrait conduire à un déclassement du statut de protection de l’espèce. En particulier, le PNA NOMBRE - NOMBRE n’est basé sur aucune évaluation du PNA NOMBRE - NOMBRE , contrairement à la norme pour les PNA. Le PNA NOMBRE - NOMBRE n’est pas non plus basé sur une évaluation de l’effet des tirs létaux, en particulier comme moyen de protection des troupeaux. En effet, il n’existe aucune étude prouvant l’efficacité des tirs létaux de loups pour protéger les troupeaux dans le cadre d’une stratégie de conservation. Les suggestions des associations de protection de la nature n’ont pas non plus été prises en compte et aucune tentative n’a été faite pour les intégrer. Ce PNA NOMBRE - NOMBRE ne prend pas non plus en compte les conseils des scientifiques et l’avis défavorable du Conseil National de la Protection de la Nature. Le PNA NOMBRE - NOMBRE continue également à soutenir le principe selon lequel certains troupeaux (en particulier les bovins) ne sont pas protégeable, ce qui est faux. C’est le cas des troupeaux de bovins dans le Jura, ce qui a donné lieu à de véhéments arguments anti-loups de la part des éleveurs de cette région. Le PNA NOMBRE - NOMBRE pourrait augmenter le nombre de loups pouvant être tués, et pourrait ajouter aux tirs létaux des technologies améliorées et des règles d’application plus souples, risquant d’exterminer localement des populations colonisatrices fragiles. Le PNA NOMBRE - NOMBRE penche également fortement en faveur d’une augmentation des tirs létaux et ignore totalement le potentiel d’expérimentation d’une utilisation accrue d’autres méthodes non létales de tir d’effarouchement, etc. Le seul moyen efficace de protéger les troupeaux, dans le cadre d’un plan scientifique à long terme de conservation des loups, est l’adoption de la surveillance humaine, des chiens de protection et des clôtures électriques.";Défavorable
Non au plan loup, le 27 novembre 2023 à 17h29;"Non au plan loup. Le CNPN a déjà donné un avis défavorable. Le loup est une espèce protégée qu’il faut préservée. Il est indispensable à l’écosystème. Les grands prédateurs régulent ceux que les chasseurs nomment ""indésirables"". L’abattage des loups est une mesure inefficace et contre-productive aux effets contraires à ceux recherchés. D’autres pays arrivent à cohabiter avec le loup, pourquoi pas la France ?";Défavorable
ARCHI NON A L’ABATTAGE DES LOUPS, le 27 novembre 2023 à 17h30;ARCHI NON A L’ABATTAGE DES LOUPS. Pourquoi les avoirs réintroduits dans certaines régions pour maintenant faire marche arrière. Tous ces animaux sauvages (loups, ours, abeilles et j’en passe) sont essentiels pour l’équilibre de notre planète. Comme beaucoup l’ont dit, revoyons le volume des troupeaux, créons les emplois nécessaires pour des élevages plus petits donc mieux gardés mais revoyons également la surconsommation animale et végétale qui engendre le gâchis alimentaire. Coutez nos voix et nos protestations.;Défavorable
Avis défavorable ! , le 27 novembre 2023 à 15h45;Avis défavorable ! . Je suis contre le plan national d’actions NOMBRE - NOMBRE sur le loup et les activités d’élevage. Le loup est très important pour notre biodiversité !;Défavorable
NON au PNA, le 27 novembre 2023 à 15h45;NON au PNA. Je suis contre le PNA car le loup est un des seuls prédateurs de la foret et a ce titre a un rôle écologique majeur en débarrassant l’écosystème des animaux malades qui pourraient provoquer des épizooties qui pourraient se transformer en pandémies , puis en limitant le nombre d’individus dans certaines espèces ce qui nuirait a l’équilibre de cet écosystème et a son état sanitaire. Le gouvernement doit suivre les avis des scientifiques et du CNPN et accentuer les efforts sur les mesures de protection des troupeaux. On ne doit plus voir de troupeaux laisses sans surveillance. Un bon berger vit avec ses bêtes et les protège. La cohabitation se passe bien dans les pays voisins. Alors pourquoi pas en France?Il faut mettre la pression sur les propriétaires de troupeaux errants et les sanctionner. Les tirs de loups n’ont montre aucune efficacité. Ils désorganisent les meutes et les loups se dispersent dans tout le territoire ce qui est l’effet oppose au but recherche. Le loup est une espèce classée vulnérable et les abattre est interdit par la convention de Genève. Le gouvernement se comporte comme un délinquant pour satisfaire des bergers économes peu consciencieux et avides de se faire du fric sur le dos de leurs troupeaux et des chasseurs avides de tuer pour obtenir une foret totalement contrôlée par l’homme et qui ne supportent aucune concurrence. Le plus grave, c’est qu’ils ne réalisent pas que l’avenir de l’espèce humaine dépend de la richesse de la biodiversité.;Défavorable
Je m’oppose au plan national d’actions sur le loup, le 27 novembre 2023 à 17h22;Je m’oppose au plan national d’actions sur le loup. Ne peut on pas s’inspirer de ce qui marche ailleurs notamment en Italie ou les personnes ont appris à vivre avec et à profiter de la présence des loups.;Défavorable
Non au nouveau plan loup, le 28 novembre 2023 à 19h47;Non au nouveau plan loup. Non au nouveau plan loup;Défavorable
NON, le 28 novembre 2023 à 19h26;NON. AVIS DÉFAVORABLE;Défavorable
C’est un véritable retour en arrière très négatif !, le 28 novembre 2023 à 19h27;C’est un véritable retour en arrière très négatif !. Le loup est essentiel pour l’écosystème et il est déjà en difficulté malgré nos aides . Mêmes si la population se remet lentement , cette lois vas nous faire revenir a NOMBRE .;Défavorable
Contre ce PNA, le 28 novembre 2023 à 19h28;Contre ce PNA. Laissons les loups s’auto réguler, ils n’ont pas besoin de nous pour le faire. Et quant aux bergers, ne vous contentez pas de prendre NOMBRE - NOMBRE patous pour pouvoir rester tranquillement au chaud dans votre bergerie, restez avec votre troupeau. Ça évitera les attaques de loups et aussi aux randonneurs de se faire attaquer par des patous.;Défavorable
Avis défavorable , le 28 novembre 2023 à 19h29;Avis défavorable . Avis défavorable à ce plan Loup Je dis non à ce plan qui ne permet pas de conserver le loup mais uniquement de l’abattre ce qui finira par son extinction. Encore une fois, les avis scientifiques des associations de protection de la nature ou du Conseil National de Protection de la Nature ne sont pas pris en compte. De plus il faudrait mettre en place un plan pour que les loups et les humains puissent cohabiter, c’est d’ailleurs possible dans de nombreux endroits, il suffit de le vouloir et de mettre les bons moyens en œuvre. L’élevage semble prendre une place trop importante et ceci au détriment de la biodiversité et de la préservation de la nature. Quand allez nous changer cette façon de procéder et arrêter de mépriser ainsi la nature, notre terre ?;Défavorable
Avis totalement défavorable, le 28 novembre 2023 à 19h31;"Avis totalement défavorable. Avis totalement défavorable, Ce plan loup est complétement aberrant, il va clairement à l’encontre de la convention de Bernes censée faire office de bouclier pour des espèces classées. Le loup gris est lui classé ""vulnérable"" sur la liste rouge de l’UICN pour la France métropolitaine depuis le NOMBRE juin NOMBRE . Comment estil possible de remettre en question la protection intégrale de l’espèce Canis Lupus Italiques, espèce qui n’a pas encore atteint son seuil de viabilité et qui est déjà victime de bien des injustices. Que l’on ose se poser la question est déjà pour moi une énorme erreur. Il est encore temps de changer cela et d’abandonner ce plan loup sans aucune cohérence.";Défavorable
Avis défavorable, le 28 novembre 2023 à 19h36;"Avis défavorable. Avis totalement défavorable, Ce plan loup est complétement aberrant, il va clairement à l’encontre de la convention de Bernes censée faire office de bouclier pour des espèces classées. Le loup gris est lui classé ""vulnérable"" sur la liste rouge de l’UICN pour la France métropolitaine depuis le NOMBRE juin NOMBRE . Comment estil possible de remettre en question la protection intégrale de l’espèce Canis Lupus Italiques, espèce qui n’a pas encore atteint son seuil de viabilité et qui est déjà victime de bien des injustices. Que l’on ose se poser la question est déjà pour moi une énorme erreur.. Il est encore temps de changer cela et d’abandonner ce plan loup sans aucune cohérence.";Défavorable
Avis défavorable , le 28 novembre 2023 à 19h45;Avis défavorable . Protéger le loup ne pas le tuer, cohabiter avec, à l’Homme de s’adapter.;Défavorable
Pna, le 28 novembre 2023 à 19h47;PNA. Avis défavorable. Une population de loup se stabilise, jamais elle bai prolifère ( voir exemple des parcs américains où la population des loups est stable, proportionnelle aux territoires dont les loups disposent). Pourquoi le loup n’est un problème que dans les pays de culture judo-chrétienne ????;Défavorable
Avis défavorable , le 28 novembre 2023 à 20h17;Avis défavorable . Avis Totalement défavorable à ce nouveau plan loup. Le rôle écologique des loups est ignoré Ce nouveau PNA dresse un portrait élogieux de l’élevage mais ne mentionne que les impacts négatifs de la présence du loup. Tourné vers les lobbies de l’élevage, le texte méprise la nature et le rôle écologique des loups.;Défavorable
Non ! , le 28 novembre 2023 à 19h48;"Non ! . Le loup est une espèce strictement protégée. Ce plan ne respecte pas les avis scientifiques. Le manque d’encadrement ""terrain"" et de contrôle du pastoralisme ne justifient aucunement ce type de solution, qui n’a démontré aucune preuve en tant que solution durable, sinon que d’aller à l’encontre de la préservation d’une espèce menacée, et ce sans compter l’impact sur d’autres espèces, la pollution engendrée et son coût. Une solution donc coûteuse, barbare et inutile. D’autres interventions sont préférables, certes plus coûteuses initialement, mais bien plus économiques sur la durée : les conséquences d’un mauvais plan ont un coût, dans la durée, irréversibles.";Défavorable
Avis Défavorable, le 28 novembre 2023 à 19h49;"Avis Défavorable. Avant toute chose, je suis stupéfait de constater qu’il n’y a aucune conclusion synthèse du PNL précédent alors que c’est cela qui devrait permettre de définir la stratégie de ces prochaines années (c’est le B-A-B-A). J’ai également été sidéré de lire les propos de Mr M. Fesneau qui ne cesse de relayer le chiffre de NOMBRE loups, seuil au-delà duquel la population de loups serait en état de conservation. Ceci est faux. On parle de NOMBRE loups potentiellement reproducteurs soit une taille de population réelle de NOMBRE à NOMBRE individus adultes ! Nous en sommes donc très loin, tout en sachant que l’état de conservation du loup en France est défavorable (reproduction avérée quasi uniquement dans les Alpes). Si ce n’est pas de la mauvaise foi, c’est de l’incompétence (voir de l’amateurisme) et dans ce cas, cette personne n’a rien à faire à son poste de Ministre de l’Agriculture. Je note aussi une absence totale de prise de recul sur les effets positifs de la présence du loup et sur ses bienfaits écosystémiques (au delà de la régulation naturelle, la présence du loup pousse les ondulés sauvages à se déplacer davantage ; cela favorise la régénération des zones herbeuses et la pousse des arbres ; arbres qui offrent un milieu de vie aux oiseaux qui, à leur tour, favorisent le retour des arbustes porteurs des baies ; bref c’est un cercle vertueux qui fonctionne et qui a été scientifiquement démontré). Et pour terminer, je suis surpris qu’aucune des propositions des PANE, qui œuvrent au quotidien pour trouver des solutions, n’ai été retenue. En conclusion, nous devons apprendre à vivre avec le loup et les tirs létaux n’ont que pour effet de déstructurer la meute et donc potentiellement d’accroitre le risque d’attaque (il est plus difficile pour un loup isolé de chasser). Les moyens de protection (parcs électrique, chiens de protection, présence humaine) sont les seules solutions efficaces à long terme pour protéger les troupeaux… mais encore fautil les appliquer !";Défavorable
Opposition au Plan Loup, le 28 novembre 2023 à 20h08;Opposition au Plan Loup. Je m’oppose fermement à ce nouveau Plan Loup, qui scientifiquement infondé, participe à l’éradication d’une espèce charnière de nos forêts.;Défavorable
plan national d’actions 2024-2029 sur le loup et les activités, le 28 novembre 2023 à 20h14;plan national d’actions NOMBRE - NOMBRE sur le loup et les activités. je suis défavorable a une éradication de l’espèce par contre une régulation est nécessaire pour soutenir nos agriculteurs autant sur le plan psychologique que économique. je suis donc favorable a un plan de régulation.;Défavorable
Avis défavorables pour l’actuelle proposition de PNA Loup, le 28 novembre 2023 à 20h16;"Avis défavorables pour l’actuelle proposition de PNA Loup. À partir du moment où il est indiqué la mention suivante, il me semble qu’il est essentiel de revoir la proposition de PNA : Le Conseil national de la protection de la nature (CNPN) a donné un avis défavorable le NOMBRE octobre NOMBRE sur ce plan national d’actions. Les populations de loup sont encore considérées comme ""vulnérables"" en France, pourquoi estil considéré comme acceptable de faciliter les tirs de loups ? Sinon, les points forts de la proposition et qui sont à garder sont l’amélioration des connaissances sur la biologique et l’écologie des loups, la recherche de nouveaux moyens de protection pour les troupeaux, améliorer les services et aides financières pour les éleveurs, poursuivre l’accès à l’information et à la formation pour les éleveurs, poursuivre la communication et sensibilisation pour le grand public.";Défavorable
Non au déclassement du Loup, le 28 novembre 2023 à 20h26;Non au déclassement du Loup. Je vous invite à lire très attentivement toutes les études produites ces dernières années sur le loup. Si votre réelle motivation est la régulation du grand gibier, la cohabitation possible avec les éleveurs, un développement et une protection des espaces et de la biodiversité, etc, ce projet est à contre sens de l’histoire. Si votre désir caché et inavoué est de favoriser encore le monde de la chasse dont l’incompétence en termes de gestion n’est plus à prouver, public incapable d’évoluer de façon satisfaisante, mais dont les lobbys sont puissants et les électeurs choyés depuis trop longtemps, vous prendrez la décision inverse à la première. Pour le naturaliste que je suis, envisager un tel déclassement est illogique, contre nature, irrespectueux des scientifiques et ne doit pas se réaliser.;Défavorable
Avis défavorable , le 28 novembre 2023 à 20h35;Avis défavorable . Le précédent Plan National d’Actions ( NOMBRE - NOMBRE ) n’a pas été évalué pour savoir si les actions entreprises étaient appropriées ou efficaces. Il n’y a pas eu d’analyse des avantages de protéger les troupeaux et de l’efficacité des tirs létaux, deux aspects pourtant lés du plan. Le nouveau plan ne mentionne que les impacts négatifs du loup sans considérer ses bénéfices écologiques. L’engagement de l’État en faveur du changement du statut de protection du loup est contraire à l’objectif de conservation et ne suit pas les avis scientifiques. Cela crée un précédent inquiétant dans la protection de la faune. Le Conseil National de Protection de la Nature a émis un avis négatif, mais le texte n’a pas été modifié en conséquence. La simplification des conditions pour autoriser la destruction des loups favorisera à coup sûr les abattages. Par ailleurs, la proposition de loi qui envisage de fixer un plafond annuel de destruction de loups est en contradiction avec la loi. Ces mesures vont à l’encontre des règles nationales et internationales de protection de la faune sauvage, ce qui est préoccupant du point de vue de la conservation biologique;Défavorable
Avis défavorable , le 28 novembre 2023 à 20h40;Avis défavorable . Avis défavorable, mardi NOMBRE novembre à . Les loups jouent un rôle crucial dans l’écosystème en régulant les populations de proies, ce qui contribue à la santé des écosystèmes. En outre, ils favorisent la biodiversité en évitant la surpopulation de certaines espèces. Les préoccupations concernant les attaques de bétail peuvent souvent être atténuées par des mesures de gestion appropriées.;Défavorable
Pourquoi refaire les mêmes erreurs que dans le passé ?, le 28 novembre 2023 à 19h48;Pourquoi refaire les mêmes erreurs que dans le passé ?. Le loup revient enfin sur nos terres et nous voulons déjà le faire fuir ? Pourquoi ? Pourquoi se battre pour le réintroduire si on veut qu’il s’en aille à nouveau ? Cela est d’une absurdité inouïe … Pour une fois, estce que nous pouvons plutôt chercher des solutions et s’adapter ? La biodiversité nous en remerciera…;Défavorable
Moins de tir + de protection !, le 28 novembre 2023 à 19h26;Moins de tir plus de protection !. Le tir de loup ne sert a rien pour la préservation des troupeaux et n’aide en rien les professionnel pastoral ! De nombreuses études montre que l’éclatement des meutes peut créer des individus plus susceptible d’attaquer un troupeau (car ce sont des proies facile) ou encore d’ouvrir le territoire a de nouvelles meutes. Le loup s’auto-régule, pas besoin de tir !!! Renforcez les moyen de protection en aidant encore plus les éleveurs, les bergers, ça c’est une solution a long terme !;Défavorable
