titre;date;heure;sujet;raw_text;checked_text;lemma;opinion
Avis défavorable ;29 mai 2025;09h29;Avis défavorable , le 29 mai 2025 à 09h29;Avis défavorable . Le loup régule les écosystèmes et sa propre population. Il existe des moyens techniques et humains efficaces pour protéger les troupeaux. Ils sont sûrement moins faciles à déployer que de sortir un fusil mais l’humain ne peut pas continuer à croire qu’il est le maître de l’environnement, il doit apprendre à vivre avec son environnement. Comme d’ autres espèces, il est suffisamment intelligent pour s’adapter à son environnement. Ce débat n’a donc même plus de raison d’être. Laissons les loups tranquilles et utilisons notre intelligence pour vivre avec.;Avis défavorable . Le loup régule les écosystèmes et sa propre population. Il existe des moyens techniques et humains efficaces pour protéger les troupeaux. Ils sont sûrement moins faciles à déployer que de sortir un fusil mais l’humain ne peut pas continuer à croire qu’il est le maître de l’environnement, il doit apprendre à vivre avec son environnement. Comme d’ autres espèces, il est suffisamment intelligent pour s’adapter à son environnement. Ce débat n’a donc même plus de raison d’être. Laissons les loups tranquilles et utilisons notre intelligence pour vivre avec.;avis défavorable loup régule écosystème propre population exister moyen technique humain efficace pour protéger troupeau sûrement facile déployer sortir fusil humain continuer croire maître environnement apprendre vivre environnement d espèce suffisamment intelligent pour adapter environnement débat raison laisser loup tranquille utiliser intelligence pour vivre;Défavorable
Avis défavorable ;29 mai 2025;21h36;Avis défavorable , le 29 mai 2025 à 21h36;Avis défavorable . Stop au massacre des loups;Avis défavorable . Stop au massacre des loups;avis défavorable massacre loup;Défavorable
Avis défavorable à ce projet visant à la destruction du loup;29 mai 2025;21h05;Avis défavorable à ce projet visant à la destruction du loup, le 29 mai 2025 à 21h05;Avis défavorable à ce projet visant à la destruction du loup. Encore des dérogations. La France est irresponsable, contrairement à d’autres pays où la protection des troupeaux qui sont mis en place, fonctionnent. Il n’y a que la France pour affirmer que la seule solution est l’abattage de toutes les espèces qui gênent. Toute espèce a sa place et est indispensable à l’équilibre général (réf les loups au Yellowstone ).;Avis défavorable à ce projet visant à la destruction du loup. Encore des dérogations. La France est irresponsable, contrairement à d’autres pays où la protection des troupeaux qui sont mis en place, fonctionnent. Il n’y a que la France pour affirmer que la seule solution est l’abattage de toutes les espèces qui gênent. Toute espèce a sa place et est indispensable à l’équilibre général (réf les loups au Yellowstone ).;avis défavorable projet viser destruction loup dérogation irresponsable contrairement pays protection troupeau mis place fonctionner pour affirmer solution abattage espèce gêner espèce place indispensable équilibre général réf loup yellowstone;Défavorable
Avis DÉFAVORABLE ! ;29 mai 2025;08h26;Avis DÉFAVORABLE ! , le 29 mai 2025 à 08h26;Avis DÉFAVORABLE ! . Non à ce texte bancal qui ne tient pas compte de l’importance du loup dans l’équilibre de la biodiversité.;Avis DÉFAVORABLE ! . Non à ce texte bancal qui ne tient pas compte de l’importance du loup dans l’équilibre de la biodiversité.;avis défavorable non texte bancal tenir compte importance loup équilibre biodiversité;
Défavorable ;29 mai 2025;11h29;Défavorable , le 29 mai 2025 à 11h29;Défavorable . À quel moment vous vous rendrez compte que la nature d’auto régule au profit de l’humain ce soi disant être supérieur . Depuis des centaines d’années on sait que l’animal est un être vivant indispensable à la vie sur le Terre et pas une ressource pour occidentaux malades d’obésité .;Défavorable . À quel moment vous vous rendrez compte que la nature d’auto régule au profit de l’humain ce soi disant être supérieur . Depuis des centaines d’années on sait que l’animal est un être vivant indispensable à la vie sur le Terre et pas une ressource pour occidentaux malades d’obésité .;défavorable moment rendre compte nature auto régule profit humain dire supérieur centaine année animal vivant indispensable vie terrer ressource pour occidental malade obésité;
Défavorable ;29 mai 2025;07h42;Défavorable , le 29 mai 2025 à 07h42;Défavorable . Arrêtons ce retour en arrière des lois environnementales, nous avons besoin de l’équilibre Homme nature. Sortez de Paris.;Défavorable . Arrêtons ce retour en arrière des lois environnementales, nous avons besoin de l’équilibre Homme nature. Sortez de Paris.;défavorable arrêter arrière loi environnemental besoin équilibre homme nature sortir pari;
Massacre des loups ;29 mai 2025;08h03;Massacre des loups , le 29 mai 2025 à 08h03;Massacre des loups . Je suis défavorable au tir du loup car n est pas assez encadrées et laissé à la libre interprétation des préfets qui se soucies plus des retombées politiques que de la cohabitation avec ses loups Je peux comprendre la détresse de l éleveur en cas d attaque avérée mais est ce que tout a été mis en place pour protéger le troupeau,?,,,,??? Les parcs de nuit sont une solution pourquoi certains éleveurs n en veulent pas ,?????? Pourquoi certains parc en prebois font plusieurs hectares ,ils Sont indéfendables de nuit Pourquoi continue t on a avoir des troupeaux d ovins aussi importants, encore une fois impossibles à défendre Pourquoi les moyens de protections ne sont ils pas obligatoires et surtout mieux dédommagés par les pouvoirs publics Il certainement plus facile a un préfet de commander des tirs plutôt que de répondre à toutes ces interrogations Cela devient un enjeu politique Dommage;Massacre des loups . Je suis défavorable au tir du loup car n est pas assez encadrées et laissé à la libre interprétation des préfets qui se soucies plus des retombées politiques que de la cohabitation avec ses loups Je peux comprendre la détresse de l éleveur en cas d attaque avérée mais est ce que tout a été mis en place pour protéger le troupeau,?,,,,??? Les parcs de nuit sont une solution pourquoi certains éleveurs n en veulent pas ,?????? Pourquoi certains parc en rebois font plusieurs hectares ,ils Sont indéfendables de nuit Pourquoi continue t on a avoir des troupeaux d ovins aussi importants, encore une fois impossibles à défendre Pourquoi les moyens de protections ne sont ils pas obligatoires et surtout mieux dédommagés par les pouvoirs publics Il certainement plus facile a un préfet de commander des tirs plutôt que de répondre à toutes ces interrogations Cela devient un enjeu politique Dommage;massacre loup défavorable tir loup ne encadrer laisser libre interprétation préfet soucier retombée politique cohabitation loup comprendre détresse l éleveur cas d attaquer avérer été mis place pour protéger troupeau parc nuit solution éleveur ne vouloir parc reboire hectare indéfendable nuit continuer t troupeau d ovin important fois impossible défendre moyen protection obligatoire mieux dédommager pouvoir public certainement facile préfet commander tir répondre interrogation devenir enjeu politique dommage;
Avis DEFAVORABLE : Projet d’arrêté modifiant l’arrêté du 21 février 2024;29 mai 2025;08h07;Avis DEFAVORABLE : Projet d’arrêté modifiant l’arrêté du 21 février 2024, le 29 mai 2025 à 08h07;"Avis DEFAVORABLE : Projet d’arrêté modifiant l’arrêté du NOMBRE février NOMBRE . Le ""vivre avec"" est préférable au ""vivre sans"" par mise en place de mesures de protections non létales plus efficaces telles que le pratiquent d’autres pays.";"Avis DÉFAVORABLE : Projet d’arrêté modifiant l’arrêté du NOMBRE février NOMBRE . Le ""vivre avec"" est préférable au ""vivre sans"" par mise en place de mesures de protections non létales plus efficaces telles que le pratiquent d’autres pays.";avis défavorable projet arrêté modifier arrêté nombre février nombre vivre préférable vivre mise place mesure protection non létal efficace pratiquer pays;
Favorable ;29 mai 2025;08h09;Favorable , le 29 mai 2025 à 08h09;Favorable . Favorable pour la survie des éleveurs dans nos campagnes et protection biodiversité le loup va détruire tous la faune locale ne pas l essaie la gestion au non penseurs de salon;Favorable . Favorable pour la survie des éleveurs dans nos campagnes et protection biodiversité le loup va détruire tous la faune locale ne pas l essaie la gestion au non penseurs de salon;favorable favorable pour survie éleveur campagne protection biodiversité loup détruire faune locale l essayer gestion non penseur salon;Favorable
Avis défavorable ;29 mai 2025;08h20;Avis défavorable , le 29 mai 2025 à 08h20;Avis défavorable . Le loup doit rester dans notre système écologique en France, il faut le protéger, les tirs pour l’éradiquer sont inutiles et dangereux pour le maintien de ce magnifique animal dans la bio-diversité de France.;Avis défavorable . Le loup doit rester dans notre système écologique en France, il faut le protéger, les tirs pour l’éradiquer sont inutiles et dangereux pour le maintien de ce magnifique animal dans la bio-diversité de France.;avis défavorable loup rester système écologique falloir protéger tir pour éradiquer inutile dangereux pour maintien magnifique animal bio-diversité;
Défavorable ;29 mai 2025;08h25;Défavorable , le 29 mai 2025 à 08h25;Défavorable . Les activités humaines mettent en péril la biodiversité depuis un bon nombre d’années. Il est temps d inverser cette exploitation qui perdure depuis bien trop longtemps. Des mesures de protection existes et ont été mises en place dans d’autres pays (Espagne, Italie, etc… ) et ont démontré leur efficacité. Il est certain que ces mesures demandent un travail supplémentaire (montage de parc de nuit pour les troupeaux en alpage, des parcs d appui sont aussi conçus pour aider le berger sur les pâturages et des clôtures électrifiées sur les élevages en parc ). En ce qui concerne les chiens de protection son intégration et son éducation au sein du troupeau demande au propriétaire une réelle implication. Des frais supplémentaires (nourriture, vaccins, soins ) ainsi que la responsabilité juridique représentent des éléments contraignant pour les éleveurs. Cependant les chiens de protection sont un atout incontestable pour le berger et le troupeau. En France, la solution de facilité est toujours la priorité. Les gens ne veulent pas changer leur habitude. Le lobby de la chasse est très important et il est bien plus facile de tirer sur tout ce qui bouge que d’essayer de mettre en oeuvre d’autres solutions. Le loup est essentiel à la biodiversité, comme toutes les espèces qui existent cela a maintes et maintes fois été prouvé scientifiquement. Arrêtons de tout détruire et de croire à notre supériorité, on voit dès à présent où ça nous mène.;Défavorable . Les activités humaines mettent en péril la biodiversité depuis un bon nombre d’années. Il est temps d inverser cette exploitation qui perdure depuis bien trop longtemps. Des mesures de protection existes et ont été mises en place dans d’autres pays (Espagne, Italie, etc… ) et ont démontré leur efficacité. Il est certain que ces mesures demandent un travail supplémentaire (montage de parc de nuit pour les troupeaux en alpage, des parcs d appui sont aussi conçus pour aider le berger sur les pâturages et des clôtures électrifiées sur les élevages en parc ). En ce qui concerne les chiens de protection son intégration et son éducation au sein du troupeau demande au propriétaire une réelle implication. Des frais supplémentaires (nourriture, vaccins, soins ) ainsi que la responsabilité juridique représentent des éléments contraignant pour les éleveurs. Cependant les chiens de protection sont un atout incontestable pour le berger et le troupeau. En France, la solution de facilité est toujours la priorité. Les gens ne veulent pas changer leur habitude. Le lobby de la chasse est très important et il est bien plus facile de tirer sur tout ce qui bouge que d’essayer de mettre en œuvre d’autres solutions. Le loup est essentiel à la biodiversité, comme toutes les espèces qui existent cela a maintes et maintes fois été prouvé scientifiquement. Arrêtons de tout détruire et de croire à notre supériorité, on voit dès à présent où ça nous mène.;défavorable activité humain mettre péril biodiversité bon nombre année temps d inverser exploitation perdurer bien trop mesure protection exister été mises place pays espagne italie démontrer efficacité mesure demander travail supplémentaire montage parc nuit pour troupeau alpage parc d appui concevoir pour aider berger pâturage clôturer électrifier élevage parc concerner chien protection intégration éducation sein troupeau demande propriétaire réel implication frais supplémentaire nourriture vaccin soin responsabilité juridique représenter élément contraignant pour éleveur chien protection atout incontestable pour berger troupeau solution facilité priorité vouloir changer habitude lobby chasse important bien facile tirer bouge essayer mettre œuvre solution loup essentiel biodiversité espèce exister maint maint fois été prouver scientifiquement arrêter détruire croire supériorité voir présent mener;Défavorable
Avis défavorable ;29 mai 2025;22h01;Avis défavorable , le 29 mai 2025 à 22h01;Avis défavorable . Cet arrêté n’est qu’une validation du souhait de certains d’éradiquer cette espèce alors qu’au contraire il a toute sa place sur notre territoire eh il faut le protéger non le détruire.;Avis défavorable . Cet arrêté n’est qu’une validation du souhait de certains d’éradiquer cette espèce alors qu’au contraire il a toute sa place sur notre territoire eh il faut le protéger non le détruire.;avis défavorable arrêté validation souhait éradiquer espèce contraire place territoire falloir protéger non détruire;Défavorable
Défavorable ;29 mai 2025;08h31;Défavorable , le 29 mai 2025 à 08h31;Défavorable . Il faut protéger les troupeaux en soutenant financièrement l’investissement des éleveurs : barrières électriques, chiens, présence humaine comme c’est le cas dans plusieurs pays en Europe et particulièrement en l’Italie où la cohabitation loups éleveurs est sans problème et où on ne tue personne. Et il faut protéger absolument les loups indispensable à l’équilibre des éco systèmes comme le prouve leur réintroduction dans le parc de Yellowstone aux usa. Nous devons apprendre à respecter, protéger, prendre soin de la vie sauvage. Sans eux nous sommes perdus;Défavorable . Il faut protéger les troupeaux en soutenant financièrement l’investissement des éleveurs : barrières électriques, chiens, présence humaine comme c’est le cas dans plusieurs pays en Europe et particulièrement en l’Italie où la cohabitation loups éleveurs est sans problème et où on ne tue personne. Et il faut protéger absolument les loups indispensable à l’équilibre des éco systèmes comme le prouve leur réintroduction dans le parc de Yellowstone aux usa. Nous devons apprendre à respecter, protéger, prendre soin de la vie sauvage. Sans eux nous sommes perdus;défavorable falloir protéger troupeau soutenant financièrement investissement éleveur barrière électrique chien présence humain cas pays europe particulièrement italie cohabitation loup éleveur problème tue falloir protéger absolument loup indispensable équilibre éco système prouver réintroduction parc yellowstone user devoir apprendre respecter protéger prendre soin vie sauvage sommes perdu;Défavorable
Avis defavorable;29 mai 2025;08h39;Avis defavorable, le 29 mai 2025 à 08h39;Avis defavorable. Le loup doit rester dans l’eco-systeme de notre territoire national. La biodiversite’ est une necessite’ vitale !;Avis défavorable. Le loup doit rester dans l’éco-système de notre territoire national. La biodiversité’ est une nécessite’ vitale !;avis défavorable loup rester éco-système territoire national biodiversité nécessiter vital;
Tirs de loups;29 mai 2025;08h45;Tirs de loups, le 29 mai 2025 à 08h45;Tirs de loups. Face à un prédateur aussi efficace, et au vu de l’augmentation et la dispersion de sa population, il est indispensable que les éleveurs puisse anticiper la défense active de leurs troupeaux grâce aux tirs , avant même que les loups et les meutes se spécialisent sur leur troupeau.;Tirs de loups. Face à un prédateur aussi efficace, et au vu de l’augmentation et la dispersion de sa population, il est indispensable que les éleveurs puisse anticiper la défense active de leurs troupeaux grâce aux tirs , avant même que les loups et les meutes se spécialisent sur leur troupeau.;tir loup face prédateur efficace augmentation dispersion population indispensable éleveur pouvoir anticiper défense active troupeau grâce tir loup meute spécialiser troupeau;Favorable
Favorable à la libéralisation des tirs;29 mai 2025;08h56;Favorable à la libéralisation des tirs, le 29 mai 2025 à 08h56;Favorable à la libéralisation des tirs. Espèce qui n’est plus en danger et qui crée un danger pour l’élevage, le tourisme et la biodiversité.;Favorable à la libéralisation des tirs. Espèce qui n’est plus en danger et qui crée un danger pour l’élevage, le tourisme et la biodiversité.;favorable libéralisation tir espèce danger créer danger pour élevage tourisme biodiversité;Favorable
Projet d’arrêté modifiant l’arrêté du 21 février 2094;29 mai 2025;11h33;Projet d’arrêté modifiant l’arrêté du 21 février 2094, le 29 mai 2025 à 11h33;Projet d’arrêté modifiant l’arrêté du NOMBRE février NOMBRE . Je donne un avis favorable à ce projet . Il faut absolument en finir au plus vite avec ce ces loups …;Projet d’arrêté modifiant l’arrêté du NOMBRE février NOMBRE . Je donne un avis favorable à ce projet . Il faut absolument en finir au plus vite avec ce ces loups …;projet arrêté modifier arrêté nombre février nombre donne avis favorable projet falloir absolument finir vite loup;
avis défavorable;29 mai 2025;08h58;avis défavorable, le 29 mai 2025 à 08h58;avis défavorable. Avant de détruire des loups ou d’autres espèces sauvages créant des soucis aux activités humaines, il conviendrait de prendre des mesures de protections des troupeaux ou autres cultures. Cela ne me semble pas le cas dans ce projet d’arrêté. Je rentre du Tibet, où j’ai vu les éleveurs rassembler et protéger sérieusement leurs troupeaux la nuit (présence importante de loups et lynx ). Certes il y a malgré tout des attaques, mais limitées. Ne pourrions nous pas, nous aussi, protéger sérieusement nos biens (pour moi, cela n’est pas le cas par exemple dans les Alpes françaises ) avant de passer à des méthodes radicales d’élimination ? Michel Gervais;avis défavorable. Avant de détruire des loups ou d’autres espèces sauvages créant des soucis aux activités humaines, il conviendrait de prendre des mesures de protections des troupeaux ou autres cultures. Cela ne me semble pas le cas dans ce projet d’arrêté. Je rentre du Tibet, où j’ai vu les éleveurs rassembler et protéger sérieusement leurs troupeaux la nuit (présence importante de loups et lynx ). Certes il y a malgré tout des attaques, mais limitées. Ne pourrions nous pas, nous aussi, protéger sérieusement nos biens (pour moi, cela n’est pas le cas par exemple dans les Alpes françaises ) avant de passer à des méthodes radicales d’élimination ? Michel Servais;avis défavorable détruire loup espèce sauvage créer souci activité humain convenir prendre mesure protection troupeau culture cas projet arrêté rentrer tibet éleveur rassembler protéger sérieusement troupeau nuit présence important loup lynx attaquer limiter pouvoir protéger sérieusement bien pour cas exemple alpes français passer méthode radical élimination michel servir;
Avis défavorable;29 mai 2025;09h01;Avis défavorable, le 29 mai 2025 à 09h01;Avis défavorable. Encore une fois l’Etat veut se contenter de mettre des pansements sur la blessure (bien réelle ) au lieu de travailler en amont, de prévenir, d’accompagner, de soutenir, d’éduquer. Tout cela demande du souffle, de l’intelligence, de la concertation et du respect afin de faire face à une situation créée par l’humain et dont la société est seule responsable. Autoriser des tirs de manière si légère ne résoudra en rien les situations de crise et ne fera que reporter le problème. Un réel travail de fond serait d’éduquer le loup avec en priorité et si nécessaire des tirs d’effarouchement, tout en accompagnant éleveurs et animaux dans leurs besoins de protection. Ce travail serait aussi à mener avec l’ensemble de la société afin qu’un soutien plus important soit apporté aux modes d’élevage respectueux des animaux et de l’environnement, plutôt que de soutenir des élevages clos source de souffrance animale et de malnutrition. Face à l’intelligence du loup et à la force de la vie sauvage, dont nous dépendons entièrement, c’est la même force et la même intelligence qu’il nous faut développer pour construire les moyens d’une existence commune.;Avis défavorable. Encore une fois l’État veut se contenter de mettre des pansements sur la blessure (bien réelle ) au lieu de travailler en amont, de prévenir, d’accompagner, de soutenir, d’éduquer. Tout cela demande du souffle, de l’intelligence, de la concertation et du respect afin de faire face à une situation créée par l’humain et dont la société est seule responsable. Autoriser des tirs de manière si légère ne résoudra en rien les situations de crise et ne fera que reporter le problème. Un réel travail de fond serait d’éduquer le loup avec en priorité et si nécessaire des tirs d’effarouchement, tout en accompagnant éleveurs et animaux dans leurs besoins de protection. Ce travail serait aussi à mener avec l’ensemble de la société afin qu’un soutien plus important soit apporté aux modes d’élevage respectueux des animaux et de l’environnement, plutôt que de soutenir des élevages clos source de souffrance animale et de malnutrition. Face à l’intelligence du loup et à la force de la vie sauvage, dont nous dépendons entièrement, c’est la même force et la même intelligence qu’il nous faut développer pour construire les moyens d’une existence commune.;avis défavorable fois état vouloir contenter mettre pansement blessure bien réel lieu travailler amont prévenir accompagner soutenir éduquer demande souffler intelligence concertation respect faire face situation créer humain société responsable autoriser tir manière léger résoudre rien situation crise faire reporter problème réel travail fond éduquer loup priorité nécessaire tir effarouchement accompagnant éleveur animal besoin protection travail mener ensemble société soutien important apporter mode élevage respectueux animal environnement soutenir élevage clos source souffrance animal malnutrition face intelligence loup forcer vie sauvage dépendre entièrement forcer intelligence falloir développer pour construire moyen existence commune;Défavorable
AVIS DÉFAVORABLE CONTRE TIRS LOUPS;29 mai 2025;09h18;AVIS DÉFAVORABLE CONTRE TIRS LOUPS, le 29 mai 2025 à 09h18;AVIS DÉFAVORABLE CONTRE TIRS LOUPS. Il faut respecter cette espèce protégée qu’est le loup. D’autres pays dont l’Italie ont trouvé des solutions efficaces. Il suffit de les modéliser. Les éleveurs sont indemnisés et ne pleurent jamais devant les camions contenant leurs bêtes qui partent à l’abattoir. Merci de votre attention.;AVIS DÉFAVORABLE CONTRE TIRS LOUPS. Il faut respecter cette espèce protégée qu’est le loup. D’autres pays dont l’Italie ont trouvé des solutions efficaces. Il suffit de les modéliser. Les éleveurs sont indemnisés et ne pleurent jamais devant les camions contenant leurs bêtes qui partent à l’abattoir. Merci de votre attention.;avis défavorable contre tir loup falloir respecter espèce protéger loup pays italie trouver solution efficace modéliser éleveur indemniser pleurer jamais camion contenant bête partir abattoir attention;Défavorable
Stop à l’abattage des loups…;29 mai 2025;09h23;Stop à l’abattage des loups…, le 29 mai 2025 à 09h23;Stop à l’abattage des loups…. Les loups ont le droit de vivre et de se déplacer selon leurs besoins mais l’homme prend de plus en plus de terre pour construire ou faire de l’élevage intensif où de toutes façons les bêtes seront tuées… Il est scandaleux de reprocher au loup ce que l’homme fait en permanence… Laissons les loups vivre en paix et ne réduisons pas continuellement leur territoire.;Stop à l’abattage des loups…. Les loups ont le droit de vivre et de se déplacer selon leurs besoins mais l’homme prend de plus en plus de terre pour construire ou faire de l’élevage intensif où de toutes façons les bêtes seront tuées… Il est scandaleux de reprocher au loup ce que l’homme fait en permanence… Laissons les loups vivre en paix et ne réduisons pas continuellement leur territoire.;abattage loup loup droit vivre déplacer besoin homme prendre terrer pour construire faire élevage intensif façon bête tuer scandaleux reprocher loup homme permanence laisser loup vivre paix réduire continuellement territoire;Défavorable
Favorable ;29 mai 2025;09h26;Favorable , le 29 mai 2025 à 09h26;Favorable . Favorable, le NOMBRE mai 9h24 Très favorable à cette modification, prenons en compte les activités humaines avant celle du Loup !!!;Favorable . Favorable, le NOMBRE mai 9h24 Très favorable à cette modification, prenons en compte les activités humaines avant celle du Loup !!!;favorable favorable nombre mai 9h24 favorable modification prendre compte activité humain loup;
avis défavorable;29 mai 2025;09h27;avis défavorable, le 29 mai 2025 à 09h27;avis défavorable. encore une nouvelle mascarade de l’état …….;avis défavorable. encore une nouvelle mascarade de l’état …….;avis défavorable nouveau mascarade état;Défavorable
Avis défavorable ;29 mai 2025;21h58;Avis défavorable , le 29 mai 2025 à 21h58;Avis défavorable . Non à cet arrêté qui n’est qu’une validation d’un massacre organisé, quelle honte !;Avis défavorable . Non à cet arrêté qui n’est qu’une validation d’un massacre organisé, quelle honte !;avis défavorable non arrêté validation massacre organiser honte;Défavorable
Avis défavorable ;29 mai 2025;21h57;Avis défavorable , le 29 mai 2025 à 21h57;Avis défavorable . Oui aux loups non à la tuerie de masse.;Avis défavorable . Oui aux loups non à la tuerie de masse.;avis défavorable oui loup non tuerie masse;Défavorable
Avis défavorable ;29 mai 2025;21h56;Avis défavorable , le 29 mai 2025 à 21h56;Avis défavorable . Non à cet arrêté, chez nos voisins la cohabitation existe pourquoi ce n’est pas possible en France ?;Avis défavorable . Non à cet arrêté, chez nos voisins la cohabitation existe pourquoi ce n’est pas possible en France ?;avis défavorable non arrêté voisin cohabitation exister;Défavorable
Soutien aux agriculteurs ;29 mai 2025;21h48;Soutien aux agriculteurs , le 29 mai 2025 à 21h48;Soutien aux agriculteurs . Je suis favorable pour la régulation du loup mais pas pour sa destruction .;Soutien aux agriculteurs . Je suis favorable pour la régulation du loup mais pas pour sa destruction .;soutien agriculteur favorable pour régulation loup pour destruction;
Avis défavorable ;29 mai 2025;21h41;Avis défavorable , le 29 mai 2025 à 21h41;Avis défavorable . Non à ce texte qui est un vrai simulacre d’arrêté qui n’a que pour seul but de massacrer du loup, c’est inacceptable.;Avis défavorable . Non à ce texte qui est un vrai simulacre d’arrêté qui n’a que pour seul but de massacrer du loup, c’est inacceptable.;avis défavorable non texte vrai simulacre arrêté pour but massacrer loup inacceptable;
Avis défavorable;29 mai 2025;09h00;Avis défavorable, le 29 mai 2025 à 09h00;Avis défavorable. Nous devons le protéger et partager les territoires avec eux et en aidant les éleveurs avec des mesures de protection (des chiens de protection, etc… ). Prenez exemple dans les pays où la cohabitation se passe bien De plus, s’il y a des loups, ils permettent de réguler les cerfs et les sangliers…;Avis défavorable. Nous devons le protéger et partager les territoires avec eux et en aidant les éleveurs avec des mesures de protection (des chiens de protection, etc… ). Prenez exemple dans les pays où la cohabitation se passe bien De plus, s’il y a des loups, ils permettent de réguler les cerfs et les sangliers…;avis défavorable devoir protéger partager territoire aidant éleveur mesure protection chien protection prendre exemple pays cohabitation passe bien loup permettre réguler cerf sanglier;Défavorable
Avis défavorable ;29 mai 2025;22h03;Avis défavorable , le 29 mai 2025 à 22h03;Avis défavorable . Il est inadmissible de favoriser les tirs sur les loups, c’est scandaleux, cette espèce doit être protégée tout comme les troupeaux.;Avis défavorable . Il est inadmissible de favoriser les tirs sur les loups, c’est scandaleux, cette espèce doit être protégée tout comme les troupeaux.;avis défavorable inadmissible favoriser tir loup scandaleux espèce protéger troupeau;Défavorable
Defavorable;30 mai 2025;14h46;Defavorable, le 30 mai 2025 à 14h46;Defavorable. Il existe des lieux (Italie ) ou la cohabitation avec le loup se passe bien, il faut mettre en place les mesures efficaces pour cela. Arrêtons d’être les super prédateurs nous mêmes pour la faune sauvage et de s’arroger le droit de vie et de mort en permanence sans chercher vraiment de solutions.;Défavorable. Il existe des lieux (Italie ) ou la cohabitation avec le loup se passe bien, il faut mettre en place les mesures efficaces pour cela. Arrêtons d’être les super prédateurs nous mêmes pour la faune sauvage et de s’arroger le droit de vie et de mort en permanence sans chercher vraiment de solutions.;défavorable exister lieu italie cohabitation loup passe bien falloir mettre place mesure efficace pour arrêter super prédateur pour faune sauvage arroger droit vie mort permanence chercher vraiment solution;Défavorable
non aux dérogations.;30 mai 2025;14h50;non aux dérogations., le 30 mai 2025 à 14h50;non aux dérogations.. Il faut protéger le loup et prendre exemple sur les pays ou la cohabitation se passe bien même dans des pays nettement moins favorisés que la France !.. Mettre en oeuvre : NOMBRE - Des protections renforcées et adaptées Il est impératif de déployer des moyens de protection (parcs, chiens de protection, gardiennage ) véritablement adaptés à la réalité de terrain des éleveurs. Ces dispositifs doivent être soutenus techniquement et financièrement par les pouvoirs publics. NOMBRE - Une meilleure reconnaissance du métier d’éleveur Les éleveurs doivent être mieux rémunérés, afin de pouvoir assurer une présence accrue auprès de leurs troupeaux. Cela suppose de repenser les modèles économiques agricoles, et d’assumer collectivement – à travers une légère hausse du prix des produits ovins – le coût réel d’un élevage respectueux des équilibres écologiques. NOMBRE - Restaurer les habitats naturels du loup Il est indispensable de restaurer et préserver les milieux forestiers, refuges naturels du loup, pour éviter sa présence dans les zones agricoles ouvertes. C’est une condition pour limiter les conflits. NOMBRE bis. Réduire la pression de chasse dans les zones à loups Dans les secteurs identifiés comme sensibles, les quotas de chasse doivent être revus à la baisse. Un gel partiel ou total de la chasse, proposé sur des zones pilotes, permettrait d’évaluer si une meilleure disponibilité de gibier sauvage réduit les attaques sur les troupeaux.;non aux dérogations.. Il faut protéger le loup et prendre exemple sur les pays ou la cohabitation se passe bien même dans des pays nettement moins favorisés que la France !.. Mettre en œuvre : NOMBRE - Des protections renforcées et adaptées Il est impératif de déployer des moyens de protection (parcs, chiens de protection, gardiennage ) véritablement adaptés à la réalité de terrain des éleveurs. Ces dispositifs doivent être soutenus techniquement et financièrement par les pouvoirs publics. NOMBRE - Une meilleure reconnaissance du métier d’éleveur Les éleveurs doivent être mieux rémunérés, afin de pouvoir assurer une présence accrue auprès de leurs troupeaux. Cela suppose de repenser les modèles économiques agricoles, et d’assumer collectivement – à travers une légère hausse du prix des produits ovins – le coût réel d’un élevage respectueux des équilibres écologiques. NOMBRE - Restaurer les habitats naturels du loup Il est indispensable de restaurer et préserver les milieux forestiers, refuges naturels du loup, pour éviter sa présence dans les zones agricoles ouvertes. C’est une condition pour limiter les conflits. NOMBRE bis. Réduire la pression de chasse dans les zones à loups Dans les secteurs identifiés comme sensibles, les quotas de chasse doivent être revus à la baisse. Un gel partiel ou total de la chasse, proposé sur des zones pilotes, permettrait d’évaluer si une meilleure disponibilité de gibier sauvage réduit les attaques sur les troupeaux.;non dérogation falloir protéger loup prendre exemple pays cohabitation passe bien pays nettement favoriser mettre œuvre nombre protection renforcer adapter impératif déployer moyen protection parc chien protection gardiennage véritablement adapter réalité terrain éleveur dispositif soutenir techniquement financièrement pouvoir public nombre meilleur reconnaissance métier éleveur éleveur mieux rémunérer pouvoir assurer présence accrue auprès troupeau supposer repenser modèle économique agricole assumer collectivement travers léger hausse prix produit ovin coût réel élevage respectueux équilibre écologique nombre restaurer habitat naturel loup indispensable restaurer préserver milieu forestier refuge naturel loup pour éviter présence zone agricole ouvert condition pour limiter conflit nombre bis réduire pression chasse zone loup secteur identifier sensible quota chasse revoir baisse gel partiel total chasse proposer zone pilote permettre évaluer meilleur disponibilité gibier sauvage réduit attaquer troupeau;Défavorable
