titre;date;heure;sujet;raw_text;checked_text;lemma;Opinion_estimée
Contre l’abattage des loups ;3 juin 2025;18h50;Contre l’abattage des loups , le 3 juin 2025 à 18h50;Contre l’abattage des loups . La violence est le dernier recours de l’incompétence;Contre l’abattage des loups . La violence est le dernier recours de l’incompétence;contre abattage loup violence dernier recours incompétence;Défavorable
Contre;3 juin 2025;18h48;Contre, le 3 juin 2025 à 18h48;Contre. Les solutions non létales comme la présence humaine (éleveurs, bergers, bénévoles ), les clôtures, les chiens de protection ainsi que l’effarouchement, soutenus par une aide financière adaptée, doivent être privilégiées avant toute autorisation de destruction.;Contre. Les solutions non létales comme la présence humaine (éleveurs, bergers, bénévoles ), les clôtures, les chiens de protection ainsi que l’effarouchement, soutenus par une aide financière adaptée, doivent être privilégiées avant toute autorisation de destruction.;contre solution non létal présence humain éleveur berger bénévole clôturer chien protection effarouchement soutenir aide financière adapter privilégié autorisation destruction;Défavorable
Défavorable ;3 juin 2025;18h48;Défavorable , le 3 juin 2025 à 18h48;Défavorable . J’exprime mon opposition à cet arrêté, qui autorise la destruction de loups sans réelle évaluation de leur état de conservation, ni bilan des effets des arrêtés précédents. Cette approche va à l’encontre du PNA NOMBRE - NOMBRE , qui prévoit la diffusion d’une synthèse des études sur les moyens de protection des élevages. L’attribution des tirs repose uniquement sur le constat de dommages, sans exigence sérieuse sur la mise en œuvre des mesures de protection. Une seule prédation peut suffire, et une seule mesure de réduction de vulnérabilité permet d’obtenir une autorisation. Ce seuil est trop faible pour garantir une cohabitation durable. Des solutions non létales efficaces existent, en France comme ailleurs en Europe : clôtures, chiens de protection, présence humaine renforcée ou effarouchement, souvent soutenus par des aides financières. Ces alternatives doivent être priorisées. Enfin, l’analyse technico-économique territoriale doit être confiée à un acteur neutre et rigoureux, pour garantir l’objectivité des décisions. Il est impératif que les politiques publiques restent fondées sur des données fiables et sur le principe de protection des espèces.;Défavorable . J’exprime mon opposition à cet arrêté, qui autorise la destruction de loups sans réelle évaluation de leur état de conservation, ni bilan des effets des arrêtés précédents. Cette approche va à l’encontre du PNA NOMBRE - NOMBRE , qui prévoit la diffusion d’une synthèse des études sur les moyens de protection des élevages. L’attribution des tirs repose uniquement sur le constat de dommages, sans exigence sérieuse sur la mise en œuvre des mesures de protection. Une seule prédation peut suffire, et une seule mesure de réduction de vulnérabilité permet d’obtenir une autorisation. Ce seuil est trop faible pour garantir une cohabitation durable. Des solutions non létales efficaces existent, en France comme ailleurs en Europe : clôtures, chiens de protection, présence humaine renforcée ou effarouchement, souvent soutenus par des aides financières. Ces alternatives doivent être priorisées. Enfin, l’analyse technico-économique territoriale doit être confiée à un acteur neutre et rigoureux, pour garantir l’objectivité des décisions. Il est impératif que les politiques publiques restent fondées sur des données fiables et sur le principe de protection des espèces.;défavorable exprimer opposition arrêté autoriser destruction loup réel évaluation état conservation bilan effet arrêter précédent approche encontre pna nombre nombre prévoir diffusion synthèse étude moyen protection élevage attribution tir repose uniquement constat dommage exigence sérieux mise œuvre mesure protection prédation suffire mesure réduction vulnérabilité obtenir autorisation seuil trop faible pour garantir cohabitation durable solution non létal efficace exister ailleurs europe clôturer chien protection présence humain renforcer effarouchement soutenir aider financier alternative priorisées analyse technico économique territorial confier acteur neutre rigoureux pour garantir objectivité décision impératif politique public fonder donner fiable principe protection espèce;Défavorable
Totalement contre;3 juin 2025;18h48;Totalement contre, le 3 juin 2025 à 18h48;"Totalement contre. Comme à la grande habitude des riches costards qui nous gouvernent, on préfère mettre les problèmes sous le tapis en autorisant de tuer des loups, ce qui a été prouvé maintes fois inutile. Et à l’opposé l’étude ""Parangonnage sur la politique publique du loup"" démontre que d’autres pays européens ont procédés à des solutions non létales de protections qui elles sont prouvées efficaces. J’imagine qu’il est plus facile d’aller à un repas privé à 200e par tête avec les lobbyistes de la chasse que de lire un rapport de NOMBRE pages qui vous prouve par A plus B que vous n’êtes pas experts du domaine sur lequel on vous demande d’être. Arrêtez de vendre droits et sueurs de nos éleveurs au profit des chasseurs. Tout personnage public a son nom d’affiché sur internet, lisez les NOMBRE pages, à bon entendeur.";"Totalement contre. Comme à la grande habitude des riches costards qui nous gouvernent, on préfère mettre les problèmes sous le tapis en autorisant de tuer des loups, ce qui a été prouvé maintes fois inutile. Et à l’opposé l’étude ""Parangonnage sur la politique publique du loup"" démontre que d’autres pays européens ont procédés à des solutions non létales de protections qui elles sont prouvées efficaces. J’imagine qu’il est plus facile d’aller à un repas privé à 20ème par tête avec les lobbyistes de la chasse que de lire un rapport de NOMBRE pages qui vous prouve par A plus B que vous n’êtes pas experts du domaine sur lequel on vous demande d’être. Arrêtez de vendre droits et sueurs de nos éleveurs au profit des chasseurs. Tout personnage public a son nom d’affiché sur internet, lisez les NOMBRE pages, à bon entendeur.";totalement contre grand habitude riche costard gouverner préférer mettre problème tapis autoriser tuer loup été prouver maint fois inutile opposé étude parangonnage politique public loup démontrer pays européen procédé solution non létal protection prouver efficace imaginer facile aller repas privé 20ème tête lobbyistes chasse lire rapport nombre page prouver b être expert domaine demande arrêter vendre droit sueur éleveur profit chasseur personnage public nom afficher internet lire nombre page bon entendeur;Défavorable
AVIS DEFAVORABLE;3 juin 2025;18h47;AVIS DEFAVORABLE, le 3 juin 2025 à 18h47;AVIS DEFAVORABLE. Des moyens de protection efficaces pour les troupeaux bovins et équins existent ailleurs en Europe et fonctionnent très bien, comme le montre l’étude « Parangonnage sur la politique publique du loup ». Cet arrêté n’est pas assez ambitieux en matière de réduction la vulnérabilité des troupeaux. Des associations et leurs bénévoles sont prêts à venir en soutien aux éleveurs.;AVIS DÉFAVORABLE. Des moyens de protection efficaces pour les troupeaux bovins et équins existent ailleurs en Europe et fonctionnent très bien, comme le montre l’étude « Parangonnage sur la politique publique du loup ». Cet arrêté n’est pas assez ambitieux en matière de réduction la vulnérabilité des troupeaux. Des associations et leurs bénévoles sont prêts à venir en soutien aux éleveurs.;avis défavorable moyen protection efficace pour troupeau bovin équin exister ailleurs europe fonctionner bien montre étude parangonnage politique public loup arrêté ambitieux matière réduction vulnérabilité troupeau association bénévole prêt venir soutien éleveur;Défavorable
Mon avis;3 juin 2025;18h46;Mon avis, le 3 juin 2025 à 18h46;Mon avis. J’émets un avis défavorable à la possibilité de dérogations aux interdictions de destruction concernant le loup.;Mon avis. J’émets un avis défavorable à la possibilité de dérogations aux interdictions de destruction concernant le loup.;avis émettre avis défavorable possibilité dérogation interdiction destruction loup;Défavorable
Avis défavorable;3 juin 2025;18h45;Avis défavorable, le 3 juin 2025 à 18h45;Avis défavorable. Pourquoi certains pays limitrophes comme l’Espagne et l’Italie arrivent à mettre en place des mesures aidant les bergers, la protection des troupeaux et la protection des loups et pourquoi n’en sommes-nous pas capables ? La solution est dans cette résolution de problème et non dans l’abattage d’espèces qui étaient là bien avant l’homme….;Avis défavorable. Pourquoi certains pays limitrophes comme l’Espagne et l’Italie arrivent à mettre en place des mesures aidant les bergers, la protection des troupeaux et la protection des loups et pourquoi n’en sommesnous pas capables ? La solution est dans cette résolution de problème et non dans l’abattage d’espèces qui étaient là bien avant l’homme….;avis défavorable pays limitrophe espagne italie arriver mettre place mesure aidant berger protection troupeau protection loup sommesnous capable solution résolution problème non abattage espèce bien homme;Défavorable
Sergio. CONTRE L’ABATTAGE DES LOUPS !!;3 juin 2025;18h45;Sergio. CONTRE L’ABATTAGE DES LOUPS !!, le 3 juin 2025 à 18h45;Sergio. CONTRE L’ABATTAGE DES LOUPS !!. Absolument conte l’abattage des loups, apprenez à vivre avec au lieu de vouloir les éradiquer. Toute vie animal ou humaine est précieuse faut tout faire pour préserver la vie, des solutions existent pourquoi vouloir le MAL quand le BIEN peut-être fait? !;Sergio. CONTRE L’ABATTAGE DES LOUPS !!. Absolument conte l’abattage des loups, apprenez à vivre avec au lieu de vouloir les éradiquer. Toute vie animal ou humaine est précieuse faut tout faire pour préserver la vie, des solutions existent pourquoi vouloir le MAL quand le BIEN peut-être fait? !;sergio contre abattage loup absolument conte abattage loup apprendre vivre lieu vouloir éradiquer vie animal humain précieuse falloir faire pour préserver vie solution exister vouloir mal bien peut-être;Défavorable
Avis Défavorable à cet arrêté ;3 juin 2025;18h44;Avis Défavorable à cet arrêté , le 3 juin 2025 à 18h44;Avis Défavorable à cet arrêté . Des moyens de protection efficaces pour les troupeaux bovins et équins existent ailleurs en Europe et fonctionnent très bien, comme le montre l’étude « Parangonnage sur la politique publique du loup´;Avis Défavorable à cet arrêté . Des moyens de protection efficaces pour les troupeaux bovins et équins existent ailleurs en Europe et fonctionnent très bien, comme le montre l’étude « Parangonnage sur la politique publique du loupe;avis défavorable arrêté moyen protection efficace pour troupeau bovin équin exister ailleurs europe fonctionner bien montre étude parangonnage politique public loupe;Défavorable
Avis défavorable;3 juin 2025;18h43;Avis défavorable, le 3 juin 2025 à 18h43;Avis défavorable. Que l’homme laisse la nature tranquille Que restera t’il à nos petits enfants?;Avis défavorable. Que l’homme laisse la nature tranquille Que restera t’il à nos petits enfants?;avis défavorable homme laisse nature tranquille rester petit enfant;Défavorable
Avis favorable;3 juin 2025;10h43;Avis favorable, le 3 juin 2025 à 10h43;Avis favorable. Protégeons nos troupeaux et notre population rurale;Avis favorable. Protégeons nos troupeaux et notre population rurale;avis favorable protéger troupeau population rural;Favorable
Avis FAVORABLE;3 juin 2025;10h59;Avis FAVORABLE, le 3 juin 2025 à 10h59;Avis FAVORABLE. L’ equilibre n’est regarder et laisser faire . Très bonne initiative.;Avis FAVORABLE. L’ équilibre n’est regarder et laisser faire . Très bonne initiative.;avis favorable l équilibre regarder faire bon initiative;Favorable
Avis très défavorable;3 juin 2025;11h09;Avis très défavorable, le 3 juin 2025 à 11h09;Avis très défavorable. C’est une pseudo-solution au premier degrés. Ce n’est pas en cassant le thermomètre qu’on fait disparaitre la température.;Avis très défavorable. C’est une pseudo-solution au premier degrés. Ce n’est pas en cassant le thermomètre qu’on fait disparaître la température.;avis défavorable pseudo-solution degré cassant thermomètre disparaître température;Défavorable
Avis défavorable;3 juin 2025;22h40;Avis défavorable, le 3 juin 2025 à 22h40;Avis défavorable. Il y a d’autres actions à penser, à construire et à engager plutôt que d’atteindre les populations de loups. Il y a d’autres moyens. Cet arrêté est une régression sur les politiques de progrès pour le développement durable et les alliances à créer avec les éleveurs. Je suis contre cette proposition.;Avis défavorable. Il y a d’autres actions à penser, à construire et à engager plutôt que d’atteindre les populations de loups. Il y a d’autres moyens. Cet arrêté est une régression sur les politiques de progrès pour le développement durable et les alliances à créer avec les éleveurs. Je suis contre cette proposition.;avis défavorable action penser construire engager atteindre population loup moyen arrêté régression politique progrès pour développement durable alliance créer éleveur contre proposition;Défavorable
favorable;3 juin 2025;22h37;favorable, le 3 juin 2025 à 22h37;favorable. Ayant subi trois attaques, l’horreur devant les yeux, on recule d’un mètre, on a la chair de poule, on ne dort plus, on part voir les animaux la boule au ventre, ne sachant pas ce que l’on va découvrir, les animaux restant sont tellement apeurés, qu’on ne sait plus les approcher, ce n’est pas vivable, psychologiquement, c’est très difficile. C’est inhumain de faire subir celà aux éleveurs. Sans compter, ce que les animaux doivent endurer, c’est insupportable. Je ne comprends pas que l’on ne puisse pas être davantage compris…;favorable. Ayant subi trois attaques, l’horreur devant les yeux, on recule d’un mètre, on a la chair de poule, on ne dort plus, on part voir les animaux la boule au ventre, ne sachant pas ce que l’on va découvrir, les animaux restant sont tellement apeurés, qu’on ne sait plus les approcher, ce n’est pas vivable, psychologiquement, c’est très difficile. C’est inhumain de faire subir cela aux éleveurs. Sans compter, ce que les animaux doivent endurer, c’est insupportable. Je ne comprends pas que l’on ne puisse pas être davantage compris…;favorable subir attaquer horreur oeil reculer mètre chair poule dormir part voir animal boule ventre sachant découvrir animal apeurer approcher vivable psychologiquement difficile inhumain faire subir éleveur compter animal endurer insupportable comprendre pouvoir davantage;Favorable
Défavorable pour un permis de tuer les loups;3 juin 2025;22h37;Défavorable pour un permis de tuer les loups, le 3 juin 2025 à 22h37;Défavorable pour un permis de tuer les loups. Défavorable pour la possibilité de tuer les loups. Les chiffres des populations de loups ne sont pas suffisamment connus. Les loups ne sont pas si nombreux et ne mettent en aucun cas d’autres espèces animales en péril. Il existe des techniques suffisantes pour préserver les troupeaux à condition peut-être d’y mettre des moyens humains et financiers. D’autres pays s’en sortent mieux que nous avec une politique différente plus respectueuse des besoins de chaque espèce. De plus, sensible à la souffrance animale, je ne peux imaginer une famille de loups meurtrie par la disparition du mâle ou de la femelle. De plus, lorsque ça arrive malheureusement, par manque de moyens, qu’un animal de rente se fasse dévorer, l’animal est largement indemnisé alors que rien ne remplacera le loup.;Défavorable pour un permis de tuer les loups. Défavorable pour la possibilité de tuer les loups. Les chiffres des populations de loups ne sont pas suffisamment connus. Les loups ne sont pas si nombreux et ne mettent en aucun cas d’autres espèces animales en péril. Il existe des techniques suffisantes pour préserver les troupeaux à condition peut-être d’y mettre des moyens humains et financiers. D’autres pays s’en sortent mieux que nous avec une politique différente plus respectueuse des besoins de chaque espèce. De plus, sensible à la souffrance animale, je ne peux imaginer une famille de loups meurtrie par la disparition du mâle ou de la femelle. De plus, lorsque ça arrive malheureusement, par manque de moyens, qu’un animal de rente se fasse dévorer, l’animal est largement indemnisé alors que rien ne remplacera le loup.;défavorable pour permis tuer loup défavorable pour possibilité tuer loup chiffre population loup suffisamment connu loup mettre aucun cas espèce animal péril exister technique suffisant pour préserver troupeau condition peut-être mettre moyen humain financier pays sortir mieux politique respectueuse besoin espèce sensible souffrance animal imaginer famille loup meurtrir disparition mâle femelle arriver malheureusement manque moyen animal rente faire dévorer animal largement indemniser rien remplacer loup;Défavorable
DÉFAVORABLE ;3 juin 2025;22h35;DÉFAVORABLE , le 3 juin 2025 à 22h35;DÉFAVORABLE . La préservation du loup est essentiel à l’équilibre de nos écosystèmes. Il faut plutôt s’indigner sur les conditions d’élevage pratiquées , les conditions de transport et d’abattage des bovins, ovins. Il faut par contre assurer un salaire correct à nos éleveurs. Ça c’est important.;DÉFAVORABLE . La préservation du loup est essentiel à l’équilibre de nos écosystèmes. Il faut plutôt s’indigner sur les conditions d’élevage pratiquées , les conditions de transport et d’abattage des bovins, ovins. Il faut par contre assurer un salaire correct à nos éleveurs. Ça c’est important.;défavorable préservation loup essentiel équilibre écosystème falloir indigner condition élevage pratiquer condition transport abattage bovin ovin falloir contre assurer salaire correct éleveur important;Défavorable
Défavorable ;3 juin 2025;22h33;Défavorable , le 3 juin 2025 à 22h33;Défavorable . Stop aux régressions environnementales ! Les ZFE, les néonicotinoïdes, le ZAN et les loups maintenant, on revient en arrière sur tout pour faire plaisir a des lobbys. La biodiversité est en CRISE. Le loup est un prédateur naturel essentiel aux écosystèmes ! Abattre le loup c’est nuire à la santé des écosystèmes et de notre environnement. Des solutions existent pour une cohabitation, il existe pleins de retours d’expériences.;Défavorable . Stop aux régressions environnementales ! Les ZFE, les néonicotinoïdes, le AN et les loups maintenant, on revient en arrière sur tout pour faire plaisir a des lobbys. La biodiversité est en CRISE. Le loup est un prédateur naturel essentiel aux écosystèmes ! Abattre le loup c’est nuire à la santé des écosystèmes et de notre environnement. Des solutions existent pour une cohabitation, il existe pleins de retours d’expériences.;défavorable régression environnemental zfe néonicotinoïdes an loup revient arrière pour faire plaisir lobby biodiversité crise loup prédateur naturel essentiel écosystème abattre loup nuire santé écosystème environnement solution exister pour cohabitation exister plein retour expérience;Défavorable
Avis Défavorable ;3 juin 2025;22h32;Avis Défavorable , le 3 juin 2025 à 22h32;Avis Défavorable . Non à la programmation de l’abattage des loups. La France doit s’inspirer de pays comme l Italie où éleveur•ses et loups cohabitent très bien parce que des solutions ont été élaborées. Le parc national de la Sila Grande en Calabre (Italie du Sud ) est un des plus grands parcs nationaux italiens où les loups sont protégés. Faisons de ce bel exemple un modèle français !;Avis Défavorable . Non à la programmation de l’abattage des loups. La France doit s’inspirer de pays comme l Italie où éleveuses et loups cohabitent très bien parce que des solutions ont été élaborées. Le parc national de la Silas Grande en Calabre (Italie du Sud ) est un des plus grands parcs nationaux italiens où les loups sont protégés. Faisons de ce bel exemple un modèle français !;avis défavorable non programmation abattage loup inspirer pays l italie éleveur loup cohabiter bien solution été élaborer parc national silas grand calabre italie sud grand parc national italien loup protéger faire bel exemple modèle français;Défavorable
AVIS DÉFAVORABLE ;3 juin 2025;22h28;AVIS DÉFAVORABLE , le 3 juin 2025 à 22h28;AVIS DÉFAVORABLE . Stop à la programmation de l’abattage des loups. La France doit s’inspirer de pays comme l Italie où éleveurs et loups cohabitent très bien parce que des solutions ont été élaborées. Le parc national de la Sila Grande en Calabre (Italie du Sud ) est un des plus grands parcs nationaux italiens où les loups sont protégés. Ils sont l’emblème de ma région. Ils ne nous viendraient même pas à l’idée d’en éliminer un seul !!;AVIS DÉFAVORABLE . Stop à la programmation de l’abattage des loups. La France doit s’inspirer de pays comme l Italie où éleveurs et loups cohabitent très bien parce que des solutions ont été élaborées. Le parc national de la Silas Grande en Calabre (Italie du Sud ) est un des plus grands parcs nationaux italiens où les loups sont protégés. Ils sont l’emblème de ma région. Ils ne nous viendraient même pas à l’idée d’en éliminer un seul !!;avis défavorable programmation abattage loup inspirer pays l italie éleveur loup cohabiter bien solution été élaborer parc national silas grand calabre italie sud grand parc national italien loup protéger emblème région venir idée éliminer;Défavorable
Défavorable ;3 juin 2025;22h26;Défavorable , le 3 juin 2025 à 22h26;Défavorable . Le loup, élément clé pour la stabilité de son écosystème, ne devrait plus faire l’objet de telles mesures. Des solutions alternatives existent pour permettre une cohabitation plus sereine entre les différents occupants d’un même territoire.;Défavorable . Le loup, élément clé pour la stabilité de son écosystème, ne devrait plus faire l’objet de telles mesures. Des solutions alternatives existent pour permettre une cohabitation plus sereine entre les différents occupants d’un même territoire.;défavorable loup élément clé pour stabilité écosystème devoir faire objet mesure solution alternative exister pour permettre cohabitation serein occupant territoire;Défavorable
Avis défavorable ;3 juin 2025;22h24;Avis défavorable , le 3 juin 2025 à 22h24;Avis défavorable . Je m’oppose fermement à ce nouveau projet d’arrêté modifiant les conditions et limites dans lesquelles des dérogations aux interdictions de destruction peuvent être accordées par les préfets concernant le loup. La volonté d’exterminer systematiquement LE VIVANT est lamentable. C’est une fois encore faire preuve d’une vision court termiste. En NOMBRE , il est plus facile d’abattre un animal plutôt que de donner des moyens aux éleveurs de sécuriser leurs troupeaux. Pathétique et indigne.;Avis défavorable . Je m’oppose fermement à ce nouveau projet d’arrêté modifiant les conditions et limites dans lesquelles des dérogations aux interdictions de destruction peuvent être accordées par les préfets concernant le loup. La volonté d’exterminer systématiquement LE VIVANT est lamentable. C’est une fois encore faire preuve d’une vision court termite. En NOMBRE , il est plus facile d’abattre un animal plutôt que de donner des moyens aux éleveurs de sécuriser leurs troupeaux. Pathétique et indigne.;avis défavorable opposer fermement projet arrêté modifier condition limite dérogation interdiction destruction accorder préfet loup volonté exterminer systématiquement vivant lamentable fois faire preuve vision court termite nombre facile abattre animal donner moyen éleveur sécuriser troupeau pathétique indigne;Défavorable
Avis défavorable;3 juin 2025;22h22;Avis défavorable, le 3 juin 2025 à 22h22;Avis défavorable. La préservation du loup est essentiel à l’équilibre de nos écosystèmes. Il faut plutôt s’indigner sur les conditions d’élevage pratiquées , les conditions de transport et d’abattage des bovins, ovins. Il faut par contre assurer un salaire correct à nos éleveurs. Ça c’est important;Avis défavorable. La préservation du loup est essentiel à l’équilibre de nos écosystèmes. Il faut plutôt s’indigner sur les conditions d’élevage pratiquées , les conditions de transport et d’abattage des bovins, ovins. Il faut par contre assurer un salaire correct à nos éleveurs. Ça c’est important;avis défavorable préservation loup essentiel équilibre écosystème falloir indigner condition élevage pratiquer condition transport abattage bovin ovin falloir contre assurer salaire correct éleveur important;Défavorable
avis très favorable ;3 juin 2025;22h22;avis très favorable , le 3 juin 2025 à 22h22;avis très favorable . il faut absolument réguler l’expansion du loup , réguler ne veut pas dire exterminer , consulter l’échelle de Geist pour comprendre ce qui pourrait arriver . regardez ce qui se fait en Suisse , ils ne laissent qu’une meute par massif . En Italie , qui est souvent prise en exemple , la cohabitation n’est pas aussi idyllique qu’on croit , les loups sont empoisonnés car ils causent trop de dégâts et les autorités ne font rien . et surtout , les éleveurs ont le DROIT de vivre de leurs travail . éventuellement , ceux qui sont contre , peuvent payer les dégâts causés par les loups ????? pour alléger la facture de NOMBRE millions par an , il me semble .;avis très favorable . il faut absolument réguler l’expansion du loup , réguler ne veut pas dire exterminer , consulter l’échelle de Feist pour comprendre ce qui pourrait arriver . regardez ce qui se fait en Suisse , ils ne laissent qu’une meute par massif . En Italie , qui est souvent prise en exemple , la cohabitation n’est pas aussi idyllique qu’on croit , les loups sont empoisonnés car ils causent trop de dégâts et les autorités ne font rien . et surtout , les éleveurs ont le DROIT de vivre de leurs travail . éventuellement , ceux qui sont contre , peuvent payer les dégâts causés par les loups ????? pour alléger la facture de NOMBRE millions par an , il me semble .;avis favorable falloir absolument réguler expansion loup réguler vouloir exterminer consulter échelle feist pour comprendre arriver regarder suisse laisser meute massif italie prise exemple cohabitation idyllique croire loup empoisonner causer trop dégât autorité rien éleveur droit vivre travail éventuellement contre payer dégât causer loup pour alléger facture nombre million an;Favorable
AVIS DEVARORABLE;3 juin 2025;22h21;AVIS DEVARORABLE, le 3 juin 2025 à 22h21;AVIS DEVARORABLE. Le loup participe au maintien de la biodiversité, en chute libre.;AVIS DEVARORABLE. Le loup participe au maintien de la biodiversité, en chute libre.;avis devarorable loup participe maintien biodiversité chute libre;Défavorable
Défavorable;3 juin 2025;22h21;Défavorable, le 3 juin 2025 à 22h21;Défavorable. Défavorable ! A l’heure où nous devrions nous alerter de l’état de notre biodiversité, nous faisons tout le contraire ! C’est presque lunaire … Il y a une seule espèce invasive et nuisible sur cette planète et c’est la notre ! NOMBRE millions d’êtres humains en France contre NOMBRE loups? Est ce une blague? Sommes-nous gouvernés par des guignols? Utilisons notre cervelle et arrêtons ce massacre.;Défavorable. Défavorable ! A l’heure où nous devrions nous alerter de l’état de notre biodiversité, nous faisons tout le contraire ! C’est presque lunaire … Il y a une seule espèce invasive et nuisible sur cette planète et c’est la notre ! NOMBRE millions d’êtres humains en France contre NOMBRE loups? Est ce une blague? Sommesnous gouvernés par des guignols? Utilisons notre cervelle et arrêtons ce massacre.;défavorable défavorable heure devoir alerter état biodiversité faire contraire presque lunaire espèce invasive nuisible planète nombre million être humain contre nombre loup blague sommesnous gouverner guignol utiliser cervelle arrêter massacre;Défavorable
Nieppe Cathy;3 juin 2025;14h54;Nieppe Cathy, le 3 juin 2025 à 14h54;Nieppe Cathy. Avis très défavorable, ). La conservation du loup est essentielle pour le maintien de la biodiversité et l’équilibre des écosystèmes. Nous avons besoin de lui pour réguler naturellement les sangliers qui augmentent chaque année (entre autres );Dieppe Cathy. Avis très défavorable, ). La conservation du loup est essentielle pour le maintien de la biodiversité et l’équilibre des écosystèmes. Nous avons besoin de lui pour réguler naturellement les sangliers qui augmentent chaque année (entre autres );dieppe cathy avis défavorable conservation loup essentiel pour maintien biodiversité équilibre écosystème besoin pour réguler naturellement sanglier augmenter année;Défavorable
DEFAVORABLE au nouvel arrêté concernant le loup;3 juin 2025;14h53;DEFAVORABLE au nouvel arrêté concernant le loup, le 3 juin 2025 à 14h53;DEFAVORABLE au nouvel arrêté concernant le loup. Non à ce nouvel arrêté ! Les solutions non létales telles que la présence humaine, les clôtures, les chiens de protection ou l’effarouchement doivent être privilégiées avant toute autorisation de destruction. Il est important de noter qu’au moins NOMBRE mesures soient requises, afin que le dispositif soit efficace en termes de protection. Des moyens de protection efficaces pour les troupeaux bovins et équins existent ailleurs et fonctionnent. Aucun bilan des effets des arrêtés précédents sur la conservation du loup et sur les dommages aux troupeaux n’a été réalisé. Le seuil déclencheur d’une autorisation de destruction est trop faible ! Le projet d’arrêté a également reçu un avis défavorable du Conseil national de la protection de la nature !;DÉFAVORABLE au nouvel arrêté concernant le loup. Non à ce nouvel arrêté ! Les solutions non létales telles que la présence humaine, les clôtures, les chiens de protection ou l’effarouchement doivent être privilégiées avant toute autorisation de destruction. Il est important de noter qu’au moins NOMBRE mesures soient requises, afin que le dispositif soit efficace en termes de protection. Des moyens de protection efficaces pour les troupeaux bovins et équins existent ailleurs et fonctionnent. Aucun bilan des effets des arrêtés précédents sur la conservation du loup et sur les dommages aux troupeaux n’a été réalisé. Le seuil déclencheur d’une autorisation de destruction est trop faible ! Le projet d’arrêté a également reçu un avis défavorable du Conseil national de la protection de la nature !;défavorable nouveau arrêté loup non nouveau arrêté solution non létal présence humain clôturer chien protection effarouchement privilégié autorisation destruction important noter nombre mesure être requérir dispositif efficace terme protection moyen protection efficace pour troupeau bovin équin exister ailleurs fonctionner aucun bilan effet arrêter précédent conservation loup dommage troupeau été réaliser seuil déclencheur autorisation destruction trop faible projet arrêté recevoir avis défavorable conseil national protection nature;Défavorable
Avis défavorable;3 juin 2025;22h41;Avis défavorable, le 3 juin 2025 à 22h41;Avis défavorable. Stop aux attaques répétées à la biodiversité. Il existe d’autres solutions pour protéger les troupeaux !;Avis défavorable. Stop aux attaques répétées à la biodiversité. Il existe d’autres solutions pour protéger les troupeaux !;avis défavorable attaquer répéter biodiversité exister solution pour protéger troupeau;Défavorable
PROJET D’ARRETE FIXANT LES CONDITIONS DE DEROGATIONS DE DESTRUCTION DU LOUP;3 juin 2025;14h52;PROJET D’ARRETE FIXANT LES CONDITIONS DE DEROGATIONS DE DESTRUCTION DU LOUP, le 3 juin 2025 à 14h52;PROJET D’ARRETE FIXANT LES CONDITIONS DE DEROGATIONS DE DESTRUCTION DU LOUP. J’émets un AVIS DEFAVORABLE au projet d’arrêté modifiant l’arrêté du NOMBRE février NOMBRE fixant les conditions et limites dans lesquelles des dérogations aux interdictions de destruction du loup peuvent être accordées par les préfets. Les mesures de prévention et protection des troupeaux ovins et bovins doivent être mises en oeuvre et généralisées partout. Les troupeaux doivent être protégés et surveillés (chiens de surveillance, humains ). Là où les troupeaux sont ainsi protégés, il n’y a pas eu d’attaques de loup. Par ailleurs, le loup est un régulateur de l’éco-système dont il fait partie.;PROJET D’ARRÊTE FIXANT LES CONDITIONS DE DÉROGATIONS DE DESTRUCTION DU LOUP. J’émets un AVIS DÉFAVORABLE au projet d’arrêté modifiant l’arrêté du NOMBRE février NOMBRE fixant les conditions et limites dans lesquelles des dérogations aux interdictions de destruction du loup peuvent être accordées par les préfets. Les mesures de prévention et protection des troupeaux ovins et bovins doivent être mises en œuvre et généralisées partout. Les troupeaux doivent être protégés et surveillés (chiens de surveillance, humains ). Là où les troupeaux sont ainsi protégés, il n’y a pas eu d’attaques de loup. Par ailleurs, le loup est un régulateur de l’éco-système dont il fait partie.;projet arrêter fixer condition dérogation destruction loup émettre avis défavorable projet arrêté modifier arrêté nombre février nombre fixer condition limite dérogation interdiction destruction loup accorder préfet mesure prévention protection troupeau ovin bovin mises œuvre généraliser partout troupeau protéger surveiller chien surveillance humain troupeau protéger attaquer loup ailleurs loup régulateur éco-système partie;Défavorable
Défavorable;3 juin 2025;22h41;Défavorable, le 3 juin 2025 à 22h41;Défavorable. Jusqu’où allons nous aller ? Les atteintes à la biodiversité s’intensifient, c’est insupportable.;Défavorable. Jusqu’où allons nous aller ? Les atteintes à la biodiversité s’intensifient, c’est insupportable.;défavorable jusqu’ aller atteinte biodiversité intensifier insupportable;Défavorable
